num_samples,L,Lvalid
469500,713.834210154,616.074904415
469500,713.834210154,616.074904415
471000,711.093560131,632.261461295
471000,711.093560131,632.261461295
472500,711.949943225,628.890101664
472500,711.949943225,628.890101664
474000,714.129550966,632.733368728
474000,714.129550966,632.733368728
475500,714.057830217,616.903516988
475500,714.057830217,616.903516988
477000,711.911664536,633.18175926
477000,711.911664536,633.18175926
478500,713.420020261,620.260635379
478500,713.420020261,620.260635379
480000,713.658342174,629.295640488
480000,713.658342174,629.295640488
481500,715.031971803,628.912284342
481500,715.031971803,628.912284342
483000,714.791475076,629.412989945
483000,714.791475076,629.412989945
484500,713.531775106,631.237865637
484500,713.531775106,631.237865637
486000,715.571860476,633.233773741
486000,715.571860476,633.233773741
487500,714.197141614,629.532036357
487500,714.197141614,629.532036357
489000,715.181311004,618.985737368
489000,715.181311004,618.985737368
490500,715.425737101,616.871739006
490500,715.425737101,616.871739006
492000,715.456412307,623.238208049
492000,715.456412307,623.238208049
493500,715.544456772,622.138585336
493500,715.544456772,622.138585336
495000,716.437870717,622.977171321
495000,716.437870717,622.977171321
496500,716.455157456,624.732512131
496500,716.455157456,624.732512131
498000,717.339662492,627.103295752
498000,717.339662492,627.103295752
499500,716.942182317,626.135506737
499500,716.942182317,626.135506737
501000,717.630785036,636.32636939
501000,717.630785036,636.32636939
502500,717.144326547,631.911045119
502500,717.144326547,631.911045119
504000,716.848360552,621.57344561
504000,716.848360552,621.57344561
505500,717.94493866,633.646214323
505500,717.94493866,633.646214323
507000,718.976531815,638.326017635
507000,718.976531815,638.326017635
508500,717.717379368,634.79887632
508500,717.717379368,634.79887632
510000,717.835766424,631.29091889
510000,717.835766424,631.29091889
511500,718.100506595,634.291607018
511500,718.100506595,634.291607018
513000,718.677665666,626.890966623
513000,718.677665666,626.890966623
514500,719.651217494,627.143471792
514500,719.651217494,627.143471792
516000,719.177283185,624.813730932
516000,719.177283185,624.813730932
517500,719.093717722,628.770707642
517500,719.093717722,628.770707642
519000,719.295846887,626.670880929
519000,719.295846887,626.670880929
520500,719.635414044,631.328134304
520500,719.635414044,631.328134304
522000,719.024619679,636.434342879
522000,719.024619679,636.434342879
523500,721.100159352,624.634891765
523500,721.100159352,624.634891765
525000,720.071925658,635.496155664
525000,720.071925658,635.496155664
526500,720.2849775,635.895466371
526500,720.2849775,635.895466371
528000,720.623323053,631.540171629
528000,720.623323053,631.540171629
529500,721.630773549,635.110248779
529500,721.630773549,635.110248779
531000,720.95074398,635.214062165
531000,720.95074398,635.214062165
532500,721.599510069,624.583477574
532500,721.599510069,624.583477574
534000,719.730270644,634.632179485
534000,719.730270644,634.632179485
535500,720.890460865,635.072776414
