num_samples,L
11150000,-127.327947937,-127.289550781
11200000,-127.281914612,-127.25554657
11250000,-127.263012299,-127.233436584
11300000,-127.244873367,-127.30847168
11350000,-127.217677444,-127.155097961
11400000,-127.220112656,-127.158836365
11450000,-127.183182877,-127.13772583
11500000,-127.151161652,-127.085998535
11550000,-127.135430893,-127.123802185
11600000,-127.105359268,-127.056999207
11650000,-127.085794144,-127.01411438
11700000,-127.043692749,-127.047050476
11750000,-127.034107452,-127.071784973
11800000,-126.996395477,-126.99420929
11850000,-126.992869629,-126.975311279
11900000,-126.950129379,-126.931999207
11950000,-126.945817841,-126.946159363
12000000,-126.915697098,-126.925498962
12050000,-126.880132614,-126.916725159
12100000,-126.87020459,-126.852478027
12150000,-126.840799347,-126.863174438
12200000,-126.821571762,-126.86264801
12250000,-126.798717819,-126.827972412
12300000,-126.79879657,-126.786399841
12350000,-126.761182388,-126.823303223
12400000,-126.732718475,-126.711158752
12450000,-126.726437317,-126.766036987
12500000,-126.694714066,-126.659988403
12550000,-126.678613831,-126.763473511
12600000,-126.653638107,-126.686424255
12650000,-126.623514084,-126.673851013
12700000,-126.630308304,-126.689460754
12750000,-126.605503464,-126.652824402
12800000,-126.573753067,-126.61227417
12850000,-126.557678497,-126.61907196
12900000,-126.537046265,-126.634422302
12950000,-126.522310379,-126.542800903
13000000,-126.487783905,-126.576072693
13050000,-126.471898544,-126.621124268
13100000,-126.44322554,-126.487640381
13150000,-126.428424789,-126.492027283
13200000,-126.408280884,-126.496925354
13250000,-126.384430283,-126.445053101
13300000,-126.348688004,-126.452453613
13350000,-126.332384674,-126.407684326
13400000,-126.347904755,-126.404022217
13450000,-126.302515076,-126.444602966
13500000,-126.277705963,-126.403701782
13550000,-126.245694122,-126.352012634
13600000,-126.256645096,-126.378410339
13650000,-126.220096115,-126.315750122
13700000,-126.199261093,-126.329948425
13750000,-126.192285095,-126.308174133
13800000,-126.164439774,-126.292999268
13850000,-126.144418045,-126.276947021
13900000,-126.134784882,-126.28767395
13950000,-126.113421936,-126.198898315
14000000,-126.103403702,-126.224189758
14050000,-126.070025345,-126.21710968
14100000,-126.080607849,-126.186721802
14150000,-126.038564026,-126.1875
14200000,-125.999809357,-126.154846191
14250000,-126.022843185,-126.166053772
14300000,-125.986391174,-126.177528381
14350000,-125.977789368,-126.118438721
14400000,-125.970377563,-126.075271606
14450000,-125.944515976,-126.135063171
14500000,-125.945014664,-126.09312439
14550000,-125.925591446,-126.031051636
14600000,-125.870985153,-126.041099548
14650000,-125.891668579,-126.083900452
14700000,-125.853174271,-126.001121521
14750000,-125.820390656,-126.018836975
14800000,-125.822709671,-125.923576355
14850000,-125.803016373,-125.936065674
14900000,-125.8037724,-125.915603638
14950000,-125.762188751,-125.948059082
15000000,-125.755885162,-125.909301758
15050000,-125.750140823,-125.908927917
15100000,-125.692044739,-125.89213562
15150000,-125.70339444,-125.893226624
15200000,-125.692871353,-125.854110718
15250000,-125.687143234,-125.911766052
15300000,-125.654469437,-125.855361938
15350000,-125.654105591,-125.8465271
15400000,-125.611460144,-125.790214539
15450000,-125.615608658,-125.802627563
15500000,-125.602790619,-125.792503357
15550000,-125.557292557,-125.804138184
15600000,-125.547623474,-125.759628296
15650000,-125.548413284,-125.711585999
15700000,-125.517426224,-125.767089844
15750000,-125.505764771,-125.704940796
15800000,-125.503218277,-125.690498352
15850000,-125.500467911,-125.659301758
15900000,-125.470134491,-125.678840637
15950000,-125.457313568,-125.669448853
16000000,-125.44862178,-125.663696289
16050000,-125.415052322,-125.657073975
16100000,-125.388584656,-125.654159546
16150000,-125.401190613,-125.608299255
16200000,-125.380763947,-125.52192688
16250000,-125.366617905,-125.588249207
16300000,-125.357386673,-125.578414917
16350000,-125.324934433,-125.571998596
16400000,-125.325297424,-125.544723511
16450000,-125.298894669,-125.480377197
16500000,-125.292684525,-125.502037048
16550000,-125.255559311,-125.528999329
16600000,-125.266793137,-125.485839844
16650000,-125.259502213,-125.465950012
16700000,-125.227396103,-125.425224304
16750000,-125.235992935,-125.441398621
16800000,-125.205098526,-125.437309265
16850000,-125.197613327,-125.460922241
16900000,-125.182249084,-125.391525269
16950000,-125.14598851,-125.404296875
17000000,-125.14766716,-125.384552002
17050000,-125.134099579,-125.452796936
17100000,-125.125492981,-125.42199707
17150000,-125.13318692,-125.363822937
17200000,-125.0872229,-125.383178711
17250000,-125.089921829,-125.277153015
17300000,-125.074974411,-125.322174072
17350000,-125.050045883,-125.301109314
17400000,-125.037331039,-125.301559448
17450000,-125.026621017,-125.319824219
17500000,-125.006742432,-125.321121216
17550000,-124.998212219,-125.255233765
17600000,-124.983442993,-125.272209167
17650000,-124.984129318,-125.28011322
17700000,-124.980999252,-125.278450012
17750000,-124.958243027,-125.232627869
17800000,-124.935120331,-125.2003479
17850000,-124.924731781,-125.206375122
17900000,-124.928518387,-125.239074707
17950000,-124.907898758,-125.13710022
18000000,-124.894322968,-125.16809082
18050000,-124.867150711,-125.162498474
18100000,-124.86984874,-125.182762146
18150000,-124.844044312,-125.118499756
18200000,-124.840757172,-125.139373779
18250000,-124.826752518,-125.119148254
18300000,-124.816235062,-125.081077576
18350000,-124.79338208,-125.158828735
18400000,-124.787768143,-125.109573364
18450000,-124.792166489,-125.048950195
18500000,-124.772726715,-125.098609924
18550000,-124.756422134,-125.081184387
18600000,-124.735853516,-125.090362549
18650000,-124.736393768,-125.064598083
18700000,-124.729068832,-125.059364319
18750000,-124.713898834,-125.077301025
18800000,-124.688785797,-125.041427612
18850000,-124.679215927,-125.007797241
18900000,-124.66115683,-124.998825073
18950000,-124.631925079,-124.997001648
19000000,-124.632503021,-125.024803162
19050000,-124.636466278,-124.968940735
19100000,-124.618380249,-125.051689148
19150000,-124.59381134,-124.962615967
19200000,-124.586610764,-124.973503113
19250000,-124.56590004,-124.896011353
19300000,-124.578573761,-124.942146301
19350000,-124.559090454,-124.867126465
19400000,-124.535724579,-124.900474548
19450000,-124.543649307,-124.871772766
19500000,-124.516081924,-124.873771667
19550000,-124.535975235,-124.877296448
19600000,-124.484353546,-124.942115784
19650000,-124.472851807,-124.863021851
19700000,-124.487002274,-124.840652466
19750000,-124.484021332,-124.861000061
19800000,-124.460697357,-124.845001221
19850000,-124.436639099,-124.86920166
19900000,-124.446010651,-124.816123962
19950000,-124.417762863,-124.809196472
20000000,-124.40669397,-124.808425903
20050000,-124.407002975,-124.775253296
20100000,-124.376790771,-124.810852051
20150000,-124.395464767,-124.744796753
20200000,-124.362251755,-124.721252441
20250000,-124.357118637,-124.691139221
20300000,-124.361958588,-124.758590698
20350000,-124.337563995,-124.699462891
20400000,-124.33712381,-124.740089417
20450000,-124.302957352,-124.685874939
20500000,-124.314463013,-124.669273376
20550000,-124.284744049,-124.725212097
20600000,-124.29927121,-124.719825745
20650000,-124.292097717,-124.708274841
20700000,-124.26051619,-124.706039429
20750000,-124.253167496,-124.662109375
20800000,-124.238247513,-124.645202637
20850000,-124.233080078,-124.663253784
20900000,-124.228631561,-124.631027222
20950000,-124.209989502,-124.607025146
21000000,-124.197575638,-124.594215393
21050000,-124.192787842,-124.629852295
21100000,-124.185603928,-124.600700378
21150000,-124.167386063,-124.625465393
21200000,-124.143032288,-124.550926208
21250000,-124.150396591,-124.596588135
21300000,-124.149419632,-124.553398132
21350000,-124.141962875,-124.572349548
21400000,-124.108672531,-124.559326172
21450000,-124.103791061,-124.573371887
21500000,-124.099066406,-124.525146484
21550000,-124.09327124,-124.572013855
21600000,-124.094579895,-124.531272888
21650000,-124.065739883,-124.49911499
21700000,-124.074645508,-124.506637573
21750000,-124.026712585,-124.529922485
21800000,-124.023479355,-124.516822815
21850000,-124.027051392,-124.508964539
21900000,-124.031832458,-124.550971985
21950000,-124.035909058,-124.461738586
22000000,-123.996196747,-124.46837616
22050000,-123.983434753,-124.502975464
22100000,-123.981296249,-124.457099915
22150000,-123.983910202,-124.479774475
22200000,-123.965100037,-124.450134277
22250000,-123.951843948,-124.430725098
22300000,-123.959637589,-124.416114807
22350000,-123.927100098,-124.41784668
22400000,-123.937858673,-124.457946777
22450000,-123.908641052,-124.413650513
22500000,-123.919049957,-124.420600891
22550000,-123.89380687,-124.413925171
22600000,-123.884689972,-124.379112244
22650000,-123.88035112,-124.41242218
22700000,-123.869999802,-124.370353699
22750000,-123.881822571,-124.351623535
22800000,-123.844147278,-124.350646973
22850000,-123.85772403,-124.323799133
22900000,-123.84083847,-124.313560486
22950000,-123.803287643,-124.3070755
23000000,-123.822110123,-124.361053467
23050000,-123.800169861,-124.321250916
23100000,-123.766930908,-124.37827301
23150000,-123.793401627,-124.27936554
23200000,-123.777097809,-124.329803467
23250000,-123.779590256,-124.361503601
23300000,-123.758955414,-124.277297974
23350000,-123.73580101,-124.303161621
23400000,-123.734194138,-124.279953003
23450000,-123.742003098,-124.2265625
23500000,-123.722826477,-124.267227173
23550000,-123.718968918,-124.226997375
23600000,-123.694189163,-124.246101379
23650000,-123.693414246,-124.194648743
23700000,-123.674980835,-124.237373352
23750000,-123.70304921,-124.203071594
23800000,-123.673999878,-124.227264404
23850000,-123.653764618,-124.154449463
23900000,-123.647202972,-124.229125977
23950000,-123.646564484,-124.211997986
24000000,-123.628856628,-124.186737061
24050000,-123.620083496,-124.149589539
24100000,-123.627235718,-124.167366028
24150000,-123.606223663,-124.12059021
24200000,-123.604447906,-124.183547974
24250000,-123.587925827,-124.150436401
24300000,-123.593388733,-124.163574219
24350000,-123.569272766,-124.117797852
24400000,-123.586343567,-124.154273987
24450000,-123.544406189,-124.121665955
24500000,-123.56046019,-124.114471436
24550000,-123.537997589,-124.160415649
24600000,-123.519190247,-124.10962677
24650000,-123.514350723,-124.119926453
24700000,-123.520467178,-124.102546692
24750000,-123.498419296,-124.066848755
24800000,-123.502840439,-124.013198853
24850000,-123.49165419,-124.048027039
24900000,-123.486093201,-124.027076721
24950000,-123.490526917,-124.058959961
25000000,-123.46717659,-124.109924316
25050000,-123.459113983,-124.086715698
25100000,-123.437145844,-124.026702881
25150000,-123.460845734,-124.044052124
25200000,-123.434353546,-124.070228577
25250000,-123.448325958,-123.987747192
25300000,-123.409702637,-123.972175598
25350000,-123.422734406,-123.992622375
25400000,-123.410672531,-123.971923828
25450000,-123.388933395,-123.991096497
25500000,-123.395465225,-123.969177246
25550000,-123.359984024,-123.975723267
25600000,-123.390358124,-124.050712585
25650000,-123.365389542,-124.001060486
25700000,-123.35713089,-123.925636292
25750000,-123.364428406,-123.973777771
25800000,-123.335984161,-123.913909912
25850000,-123.324862625,-123.887878418
25900000,-123.344233826,-123.98298645
25950000,-123.316902878,-123.891471863
26000000,-123.303227493,-123.895149231
26050000,-123.284248398,-123.92943573
26100000,-123.29178418,-123.892288208
26150000,-123.291969254,-123.908790588
26200000,-123.289813965,-123.932250977
26250000,-123.250416397,-123.896400452
26300000,-123.285075821,-123.924484253
26350000,-123.247609085,-123.894935608
26400000,-123.239329254,-123.883865356
26450000,-123.250551193,-123.877578735
26500000,-123.240989883,-123.865150452
26550000,-123.226849442,-123.88483429
26600000,-123.220977585,-123.894798279
26650000,-123.187547302,-123.823959351
26700000,-123.198897903,-123.872123718
26750000,-123.179458496,-123.868728638
26800000,-123.18515892,-123.847373962
26850000,-123.177857819,-123.840324402
26900000,-123.174990387,-123.814437866
26950000,-123.181958221,-123.803749084
27000000,-123.147419128,-123.810050964
27050000,-123.149431946,-123.816299438
27100000,-123.147027313,-123.84752655
27150000,-123.137498383,-123.778953552
27200000,-123.127841171,-123.811027527
27250000,-123.115656448,-123.803901672
27300000,-123.118266907,-123.750801086
27350000,-123.109468567,-123.769615173
27400000,-123.116009552,-123.774688721
27450000,-123.109648544,-123.767089844
27500000,-123.076157074,-123.75907135
27550000,-123.07738974,-123.736824036
27600000,-123.076169266,-123.711135864
27650000,-123.050531708,-123.71559906
27700000,-123.049467972,-123.717987061
27750000,-123.039238098,-123.694664001
27800000,-123.042776291,-123.694076538
27850000,-123.022140747,-123.727340698
27900000,-123.02692572,-123.713348389
27950000,-123.017731064,-123.744415283
28000000,-123.011112808,-123.720115662
28050000,-123.018846573,-123.728515625
28100000,-123.007507141,-123.622253418
28150000,-123.002171661,-123.682914734
28200000,-122.975626572,-123.706375122
28250000,-122.974958298,-123.663764954
28300000,-122.981244156,-123.685722351
28350000,-122.965841599,-123.653877258
28400000,-122.953817398,-123.653427124
28450000,-122.947084732,-123.638153076
28500000,-122.955524323,-123.619827271
28550000,-122.928417053,-123.664413452
28600000,-122.921226196,-123.650772095
28650000,-122.928722198,-123.69846344
28700000,-122.927070038,-123.712898254
28750000,-122.906916428,-123.684089661
28800000,-122.900690155,-123.608528137
28850000,-122.881973495,-123.587150574
28900000,-122.898344879,-123.566772461
28950000,-122.879433441,-123.583450317
29000000,-122.872216141,-123.640647888
29050000,-122.859858032,-123.619598389
29100000,-122.860666763,-123.615402222
29150000,-122.859344681,-123.549385071
29200000,-122.836126053,-123.550689697
29250000,-122.857095779,-123.597198486
29300000,-122.841097748,-123.599601746
29350000,-122.827996277,-123.640991211
29400000,-122.817261597,-123.620727539
29450000,-122.800926834,-123.5597229
29500000,-122.807347809,-123.625297546
29550000,-122.811346298,-123.516273499
29600000,-122.809584686,-123.58266449
29650000,-122.77960672,-123.554985046
29700000,-122.790606491,-123.57460022
29750000,-122.790804123,-123.532897949
29800000,-122.770515762,-123.56212616
29850000,-122.768532181,-123.474266052
29900000,-122.75093605,-123.57371521
29950000,-122.755461319,-123.500572205
30000000,-122.765856216,-123.565498352
30050000,-122.731992874,-123.51940918
30100000,-122.725844528,-123.442428589
30150000,-122.725616302,-123.509910583
30200000,-122.738263596,-123.485473633
30250000,-122.705568161,-123.538078308
30300000,-122.724211487,-123.509803772
30350000,-122.68190416,-123.469451904
30400000,-122.710884186,-123.468849182
30450000,-122.683095444,-123.486984253
30500000,-122.672208664,-123.463851929
30550000,-122.687099503,-123.493499756
30600000,-122.670014084,-123.473976135
30650000,-122.641339966,-123.466621399
30700000,-122.653075699,-123.465698242
30750000,-122.635059464,-123.433349609
30800000,-122.63226915,-123.411102295
30850000,-122.630970642,-123.440834045
30900000,-122.635578506,-123.426826477
30950000,-122.628762772,-123.466850281
31000000,-122.625600098,-123.438247681
31050000,-122.61171048,-123.446426392
31100000,-122.607439331,-123.424476624
31150000,-122.60312561,-123.382324219
31200000,-122.618421661,-123.39188385
31250000,-122.594576248,-123.406135559
31300000,-122.598017319,-123.333877563
31350000,-122.581950455,-123.365760803
31400000,-122.566538071,-123.385276794
31450000,-122.560116272,-123.437263489
31500000,-122.56139418,-123.382789612
31550000,-122.553868683,-123.394477844
31600000,-122.53999791,-123.438751221
31650000,-122.526225845,-123.341125488
31700000,-122.523353806,-123.333473206
31750000,-122.53984729,-123.36101532
31800000,-122.512591827,-123.375427246
31850000,-122.520337036,-123.326187134
31900000,-122.497124146,-123.31652832
31950000,-122.48756044,-123.352752686
32000000,-122.495717239,-123.319587708
32050000,-122.481219086,-123.256126404
32100000,-122.478944687,-123.343048096
32150000,-122.489961639,-123.405677795
32200000,-122.481725372,-123.312202454
32250000,-122.459394806,-123.311500549
32300000,-122.467797791,-123.337738037
32350000,-122.467223389,-123.334701538
32400000,-122.455728348,-123.246421814
32450000,-122.441506958,-123.302352905
32500000,-122.437002396,-123.26335907
32550000,-122.444730423,-123.300346375
32600000,-122.44461174,-123.330047607
32650000,-122.441722,-123.28704834
32700000,-122.421480301,-123.294776917
32750000,-122.40568013,-123.264953613
32800000,-122.393345367,-123.238777161
32850000,-122.412648331,-123.266975403
32900000,-122.40546524,-123.271003723
32950000,-122.386442062,-123.274803162
33000000,-122.370357986,-123.241821289
33050000,-122.384570938,-123.278022766
33100000,-122.365615494,-123.274940491
33150000,-122.383647186,-123.23525238
33200000,-122.378942322,-123.280975342
33250000,-122.370902664,-123.268096924
33300000,-122.36537056,-123.208778381
33350000,-122.345277756,-123.255523682
33400000,-122.33445845,-123.215049744
33450000,-122.311294266,-123.241424561
33500000,-122.353507187,-123.257347107
33550000,-122.320693954,-123.309211731
33600000,-122.321053253,-123.222702026
33650000,-122.296824295,-123.148338318
33700000,-122.302191666,-123.246047974
33750000,-122.277123474,-123.197685242
33800000,-122.2835905,-123.1432724
33850000,-122.27971286,-123.192649841
33900000,-122.282151886,-123.178710938
33950000,-122.288248291,-123.131500244
34000000,-122.271440002,-123.19380188
34050000,-122.263617599,-123.176437378
34100000,-122.258499451,-123.203178406
34150000,-122.263908646,-123.195503235
34200000,-122.247054535,-123.170921326
34250000,-122.264175781,-123.189002991
34300000,-122.221431595,-123.220397949
34350000,-122.220731125,-123.15789032
34400000,-122.229786835,-123.171089172
34450000,-122.216362595,-123.198310852
34500000,-122.226221329,-123.167060852
34550000,-122.196828171,-123.139816284
34600000,-122.198758972,-123.12197876
34650000,-122.211064957,-123.078224182
34700000,-122.190771729,-123.129859924
34750000,-122.200220734,-123.122749329
34800000,-122.188618851,-123.172096252
34850000,-122.192860001,-123.166122437
34900000,-122.166368179,-123.088600159
34950000,-122.16541275,-123.168403625
35000000,-122.156029251,-123.128471375
35050000,-122.156798615,-123.105461121
35100000,-122.155799118,-123.106552124
35150000,-122.140173386,-123.067947388
35200000,-122.14008876,-123.062240601
35250000,-122.119663147,-123.093597412
35300000,-122.126243698,-123.050559998
35350000,-122.111281342,-123.11756134
35400000,-122.14178157,-123.054878235
35450000,-122.124244476,-123.051872253
35500000,-122.112403534,-123.142166138
35550000,-122.118468597,-123.075622559
35600000,-122.103618088,-123.023902893
35650000,-122.087057205,-123.065101624
35700000,-122.103074341,-123.040527344
35750000,-122.07892453,-123.01222229
35800000,-122.08219014,-123.057571411
35850000,-122.079058151,-123.055160522
35900000,-122.070214005,-123.053771973
35950000,-122.063601837,-123.054046631
36000000,-122.030103577,-123.055252075
36050000,-122.034999741,-123.031974792
36100000,-122.061836319,-122.992576599
36150000,-122.044748993,-123.021774292
36200000,-122.03605162,-122.980026245
36250000,-122.035614624,-122.967536926
36300000,-122.01740094,-123.026222229
36350000,-122.035686295,-123.014625549
36400000,-122.026242798,-123.011451721
36450000,-122.013773453,-123.000999451
36500000,-122.012697006,-123.027839661
36550000,-122.00122226,-123.002975464
36600000,-122.016281876,-122.979164124
36650000,-121.988441803,-122.949928284
36700000,-121.969992203,-122.968025208
36750000,-121.98969133,-122.973121643
36800000,-121.975945648,-122.986549377
36850000,-121.984432907,-122.961250305
36900000,-121.984517853,-122.992851257
36950000,-121.948604492,-123.012527466
37000000,-121.970209824,-122.946174622
37050000,-121.970235428,-122.94090271
37100000,-121.960122543,-122.999351501
37150000,-121.945946869,-122.939826965
37200000,-121.937242508,-122.950874329
37250000,-121.954662064,-122.959884644
37300000,-121.936716721,-122.976661682
37350000,-121.916075516,-122.904815674
37400000,-121.928751373,-122.969863892
37450000,-121.918339981,-122.932197571
37500000,-121.915831589,-122.897346497
37550000,-121.894520432,-122.94090271
37600000,-121.906017059,-122.917526245
37650000,-121.911748764,-123.013450623
37700000,-121.894391541,-122.888046265
37750000,-121.895242493,-122.852546692
37800000,-121.898938965,-122.946472168
37850000,-121.886660522,-122.962898254
37900000,-121.874432556,-122.921875
37950000,-121.866424667,-122.897850037
38000000,-121.860686783,-122.956184387
38050000,-121.87617981,-122.8621521
38100000,-121.837876633,-122.93901062
38150000,-121.860813538,-122.896873474
38200000,-121.875572861,-122.922538757
38250000,-121.844251373,-122.867652893
38300000,-121.821190506,-122.838951111
38350000,-121.818676254,-122.879951477
38400000,-121.82230629,-122.910346985
38450000,-121.820970779,-122.847923279
38500000,-121.813621109,-122.818016052
38550000,-121.815576355,-122.885803223
38600000,-121.804407196,-122.858802795
38650000,-121.804318069,-122.826400757
38700000,-121.790516235,-122.855300903
38750000,-121.803952484,-122.841278076
38800000,-121.786690353,-122.838500977
38850000,-121.796180023,-122.86530304
38900000,-121.780625809,-122.836158752
