num_samples,L
1950000,-159.261238495,-158.255264282
2000000,-158.891209534,-157.955245972
2050000,-158.518810669,-157.647232056
2100000,-158.169398407,-157.159194946
2150000,-157.817962372,-156.868865967
2200000,-157.473308716,-156.553649902
2250000,-157.141193817,-156.182525635
2300000,-156.790343719,-155.812820435
2350000,-156.464564209,-155.487564087
2400000,-156.152585693,-155.291213989
2450000,-155.83317215,-154.911605835
2500000,-155.540615082,-154.507995605
2550000,-155.245787292,-154.191848755
2600000,-154.947841949,-153.951843262
2650000,-154.672677917,-153.612808228
2700000,-154.404152954,-153.43196106
2750000,-154.146707397,-153.140090942
2800000,-153.873240814,-152.816253662
2850000,-153.637927979,-152.62046814
2900000,-153.384523407,-152.3777771
2950000,-153.16331076,-152.030303955
3000000,-152.933017944,-151.88319397
3050000,-152.722534576,-151.638305664
3100000,-152.494307037,-151.519470215
3150000,-152.298177521,-151.174819946
3200000,-152.103149017,-150.996109009
3250000,-151.916108734,-150.785003662
3300000,-151.709922058,-150.594284058
3350000,-151.535978668,-150.485931396
3400000,-151.35513623,-150.257644653
3450000,-151.187557678,-150.17010498
3500000,-151.009487885,-149.939544678
3550000,-150.851950928,-149.772872925
3600000,-150.704775726,-149.580612183
3650000,-150.535360718,-149.40953064
3700000,-150.391100006,-149.324188232
3750000,-150.250094452,-149.163269043
3800000,-150.109786713,-149.070343018
3850000,-149.989022186,-148.891967773
3900000,-149.84959314,-148.727127075
3950000,-149.70365799,-148.701217651
4000000,-149.593581451,-148.538101196
4050000,-149.459692993,-148.403015137
4100000,-149.34736676,-148.28692627
4150000,-149.23348645,-148.195068359
4200000,-149.111281677,-148.063644409
4250000,-149.004954224,-147.958908081
4300000,-148.895421143,-147.952682495
4350000,-148.783726257,-147.729751587
4400000,-148.671978729,-147.749557495
4450000,-148.577796021,-147.571105957
4500000,-148.475247528,-147.506240845
4550000,-148.380287231,-147.346237183
4600000,-148.308947388,-147.274597168
4650000,-148.218705383,-147.204818726
4700000,-148.113098511,-147.083526611
4750000,-148.025654999,-147.004180908
4800000,-147.928491028,-146.917556763
4850000,-147.849352539,-146.782043457
4900000,-147.765165314,-146.779312134
4950000,-147.694720825,-146.65234375
5000000,-147.605259583,-146.59375
5050000,-147.518115051,-146.473220825
5100000,-147.461096832,-146.492370605
5150000,-147.366241364,-146.458755493
5200000,-147.290829773,-146.297531128
5250000,-147.237067413,-146.225875854
5300000,-147.152544159,-146.155349731
5350000,-147.09549704,-146.064926147
5400000,-147.011117706,-145.972702026
5450000,-146.944813965,-145.906906128
5500000,-146.869238647,-145.944869995
5550000,-146.815993042,-145.776550293
5600000,-146.744952332,-145.725967407
5650000,-146.67297113,-145.686203003
5700000,-146.610259216,-145.612197876
5750000,-146.574919464,-145.518859863
5800000,-146.509631012,-145.474899292
5850000,-146.440946594,-145.48840332
5900000,-146.383213074,-145.411529541
5950000,-146.330384949,-145.338882446
6000000,-146.266742279,-145.228393555
6050000,-146.209709564,-145.265533447
6100000,-146.139046112,-145.227615356
6150000,-146.087936279,-145.181594849
6200000,-146.035594452,-145.113098145
6250000,-145.984912628,-145.193847656
6300000,-145.920068054,-145.168746948
6350000,-145.879603149,-144.948822021
6400000,-145.815125732,-144.951919556
6450000,-145.774352417,-144.831329346
6500000,-145.728340576,-144.746627808
6550000,-145.68889447,-144.694396973
6600000,-145.632125,-144.645202637
6650000,-145.591691589,-144.651519775
6700000,-145.51933252,-144.621948242
6750000,-145.473058136,-144.585067749
6800000,-145.43886496,-144.562591553
6850000,-145.384788635,-144.476303101
6900000,-145.34744931,-144.426101685
6950000,-145.287346405,-144.407180786
7000000,-145.25115155,-144.423080444
7050000,-145.219755432,-144.2603302
7100000,-145.162089539,-144.347076416
7150000,-145.110979065,-144.204162598
7200000,-145.0797435,-144.1612854
7250000,-145.036918213,-144.178955078
7300000,-145.001077057,-144.144088745
7350000,-144.963187286,-144.112579346
7400000,-144.89383313,-144.037582397
7450000,-144.863262329,-143.993362427
7500000,-144.821118805,-143.939315796
7550000,-144.766099945,-143.884643555
7600000,-144.750988708,-143.92300415
7650000,-144.696016663,-143.993225098
7700000,-144.663995117,-143.836532593
7750000,-144.619765366,-143.771881104
7800000,-144.597083588,-143.777832031
7850000,-144.548356659,-143.72795105
7900000,-144.521461563,-143.739349365
7950000,-144.462541992,-143.683197021
8000000,-144.446562012,-143.551696777
8050000,-144.407987762,-143.614944458
8100000,-144.352933533,-143.587982178
8150000,-144.338211868,-143.467147827
8200000,-144.283863098,-143.505889893
8250000,-144.244556976,-143.535629272
8300000,-144.21383931,-143.463882446
8350000,-144.17028215,-143.395904541
8400000,-144.137997147,-143.38482666
8450000,-144.127552063,-143.311676025
8500000,-144.096935196,-143.30178833
8550000,-144.043237015,-143.246002197
8600000,-144.01548703,-143.190185547
8650000,-143.98249025,-143.22265625
8700000,-143.962384323,-143.194824219
8750000,-143.903229385,-143.205108643
8800000,-143.874696167,-143.050857544
8850000,-143.845534897,-143.068969727
8900000,-143.822165344,-143.068344116
8950000,-143.792450897,-143.087051392
9000000,-143.743186478,-143.006835938
9050000,-143.713349945,-142.991775513
9100000,-143.688060547,-142.864120483
9150000,-143.653413895,-142.909118652
9200000,-143.616226593,-142.94078064
9250000,-143.601925217,-142.826568604
9300000,-143.551269897,-142.797927856
9350000,-143.515099609,-142.764404297
9400000,-143.496939285,-142.807907104
9450000,-143.471666946,-142.733886719
9500000,-143.440366821,-142.755950928
9550000,-143.40707106,-142.680450439
9600000,-143.378881454,-142.633865356
9650000,-143.346677353,-142.674926758
9700000,-143.340981079,-142.608673096
9750000,-143.298278152,-142.579727173
9800000,-143.266018402,-142.565841675
9850000,-143.225512085,-142.496139526
9900000,-143.191889832,-142.581619263
9950000,-143.188955872,-142.499084473
10000000,-143.150649826,-142.45513916
10050000,-143.122568619,-142.46661377
10100000,-143.096218353,-142.44581604
10150000,-143.071295868,-142.433654785
10200000,-143.042684967,-142.437469482
10250000,-143.022474152,-142.317871094
10300000,-142.988605423,-142.302597046
10350000,-142.961945526,-142.316375732
10400000,-142.934788696,-142.267822266
10450000,-142.924792435,-142.270126343
10500000,-142.897852753,-142.177536011
10550000,-142.844040527,-142.167755127
10600000,-142.843642349,-142.245117188
10650000,-142.807865494,-142.232391357
10700000,-142.78172049,-142.122619629
10750000,-142.74317308,-142.08934021
10800000,-142.729563522,-142.052368164
10850000,-142.707860306,-142.074050903
10900000,-142.682953094,-142.14074707
10950000,-142.668233841,-142.095352173
11000000,-142.62011142,-141.970169067
11050000,-142.601480469,-141.958221436
11100000,-142.578743362,-141.99597168
11150000,-142.565716888,-141.927734375
11200000,-142.548967163,-141.930145264
11250000,-142.510139832,-141.926773071
11300000,-142.494635818,-141.880386353
11350000,-142.471844498,-141.839324951
11400000,-142.454073853,-141.864578247
11450000,-142.407629562,-141.798553467
11500000,-142.403733215,-141.838592529
11550000,-142.378434219,-141.784973145
11600000,-142.33952446,-141.832885742
11650000,-142.323699631,-141.738327026
11700000,-142.312032257,-141.745223999
11750000,-142.2737836,-141.702484131
11800000,-142.264705765,-141.701705933
11850000,-142.226243225,-141.68397522
11900000,-142.217108612,-141.607498169
11950000,-142.187663895,-141.661605835
12000000,-142.178321716,-141.635894775
12050000,-142.151945892,-141.531326294
12100000,-142.120594604,-141.58807373
12150000,-142.096945572,-141.534255981
12200000,-142.075183975,-141.569412231
12250000,-142.070473938,-141.514053345
12300000,-142.031464905,-141.512313843
12350000,-142.031629715,-141.437103271
12400000,-141.991635941,-141.421951294
12450000,-141.973281189,-141.432846069
12500000,-141.957447891,-141.450820923
12550000,-141.919759598,-141.417694092
12600000,-141.900316269,-141.403518677
12650000,-141.896182449,-141.356826782
12700000,-141.879607971,-141.423065186
12750000,-141.854332504,-141.347900391
12800000,-141.834189957,-141.346710205
12850000,-141.802611145,-141.262893677
12900000,-141.780420319,-141.297698975
12950000,-141.77983313,-141.239456177
13000000,-141.734741684,-141.253143311
13050000,-141.726856659,-141.270950317
13100000,-141.717914536,-141.270996094
13150000,-141.683312866,-141.183700562
13200000,-141.661981689,-141.170394897
13250000,-141.657992004,-141.146057129
13300000,-141.6398116,-141.150634766
13350000,-141.60815155,-141.084289551
13400000,-141.605595322,-141.181625366
13450000,-141.580993439,-141.123947144
13500000,-141.565355057,-141.09677124
13550000,-141.534908279,-141.043457031
13600000,-141.503949615,-141.040435791
13650000,-141.504861923,-141.024002075
13700000,-141.469211212,-141.05279541
13750000,-141.450879745,-141.079803467
13800000,-141.448480011,-140.983154297
13850000,-141.410478134,-141.070831299
13900000,-141.408125702,-140.98828125
13950000,-141.376872421,-140.907806396
14000000,-141.352409729,-140.951431274
14050000,-141.351201508,-140.981689453
14100000,-141.330828995,-140.875900269
14150000,-141.318987579,-140.841644287
14200000,-141.280786514,-140.925247192
14250000,-141.255981247,-140.934631348
14300000,-141.259930679,-140.823684692
14350000,-141.232588867,-140.800064087
14400000,-141.217819611,-140.866195679
14450000,-141.179274521,-140.928604126
14500000,-141.198979706,-140.789932251
14550000,-141.155395996,-140.743743896
14600000,-141.148656433,-140.741516113
14650000,-141.138737366,-140.68397522
14700000,-141.105206329,-140.698822021
14750000,-141.089346161,-140.648529053
14800000,-141.075498199,-140.687728882
14850000,-141.060862976,-140.671051025
14900000,-141.041651672,-140.688919067
14950000,-141.015776382,-140.679428101
15000000,-141.014283081,-140.592056274
15050000,-140.983705597,-140.655319214
15100000,-140.981636276,-140.615859985
15150000,-140.959726974,-140.588989258
15200000,-140.948997513,-140.587844849
15250000,-140.935934952,-140.608917236
15300000,-140.906015503,-140.56703186
15350000,-140.8991689,-140.548416138
15400000,-140.866576736,-140.541931152
15450000,-140.868560608,-140.504821777
15500000,-140.849780441,-140.5415802
15550000,-140.823016388,-140.469848633
15600000,-140.806376648,-140.487304688
15650000,-140.790721512,-140.446594238
15700000,-140.787349945,-140.459823608
15750000,-140.774133606,-140.468200684
15800000,-140.748284622,-140.416244507
15850000,-140.726631683,-140.40562439
15900000,-140.729837158,-140.358932495
15950000,-140.701281555,-140.354995728
16000000,-140.689938919,-140.367279053
16050000,-140.685528732,-140.32711792
16100000,-140.647754715,-140.304595947
16150000,-140.632928848,-140.344451904
16200000,-140.624799286,-140.286254883
16250000,-140.619822174,-140.317749023
16300000,-140.584617386,-140.247802734
16350000,-140.575843063,-140.307098389
16400000,-140.551031204,-140.279296875
16450000,-140.555950928,-140.26675415
16500000,-140.534340729,-140.277755737
16550000,-140.525683426,-140.230743408
16600000,-140.500160614,-140.189041138
16650000,-140.495125183,-140.134216309
16700000,-140.485091049,-140.17010498
16750000,-140.467927948,-140.142852783
16800000,-140.454458496,-140.145828247
16850000,-140.430439423,-140.133377075
16900000,-140.417638321,-140.16545105
16950000,-140.395241638,-140.104309082
17000000,-140.379458405,-140.150177002
17050000,-140.363454483,-140.11932373
17100000,-140.334900345,-140.101287842
17150000,-140.347355103,-140.069244385
17200000,-140.334275696,-140.078781128
17250000,-140.317171509,-139.995773315
17300000,-140.303555862,-140.002822876
17350000,-140.27817836,-140.057022095
17400000,-140.257831116,-140.054397583
17450000,-140.242681427,-140.026046753
17500000,-140.229460724,-139.998336792
17550000,-140.230608017,-139.945281982
17600000,-140.198431213,-139.99029541
17650000,-140.190184479,-139.989822388
17700000,-140.18460582,-139.930847168
17750000,-140.162693161,-139.983718872
17800000,-140.154435577,-139.874252319
17850000,-140.127423584,-139.938568115
17900000,-140.129526489,-139.829956055
17950000,-140.118184601,-139.864425659
18000000,-140.080863754,-139.887756348
18050000,-140.075874374,-139.816955566
18100000,-140.07455011,-139.839859009
18150000,-140.049158112,-139.832321167
18200000,-140.048464218,-139.826980591
18250000,-140.034709595,-139.780456543
18300000,-140.002402481,-139.872619629
18350000,-139.980912079,-139.853469849
18400000,-139.986699234,-139.780578613
18450000,-139.968218277,-139.759017944
18500000,-139.961705688,-139.780975342
18550000,-139.943347427,-139.742492676
18600000,-139.914944763,-139.768981934
18650000,-139.907930237,-139.715530396
18700000,-139.897962158,-139.760696411
18750000,-139.904251953,-139.731277466
18800000,-139.898106552,-139.675231934
18850000,-139.873852814,-139.686813354
18900000,-139.843117035,-139.708618164
18950000,-139.836253418,-139.635986328
19000000,-139.838995972,-139.698104858
19050000,-139.8077258,-139.598175049
19100000,-139.79735025,-139.631607056
19150000,-139.772057617,-139.627731323
19200000,-139.758705597,-139.659729004
19250000,-139.754613632,-139.636642456
19300000,-139.756456573,-139.553710938
19350000,-139.721309174,-139.613388062
19400000,-139.734981171,-139.594421387
19450000,-139.713134949,-139.542922974
19500000,-139.686997543,-139.569320679
19550000,-139.693601776,-139.509719849
19600000,-139.670698105,-139.567993164
19650000,-139.651712402,-139.487426758
19700000,-139.640919128,-139.487197876
19750000,-139.620342392,-139.467819214
19800000,-139.618838882,-139.483703613
19850000,-139.610536591,-139.463500977
19900000,-139.591238876,-139.421676636
19950000,-139.571972702,-139.390396118
20000000,-139.572757904,-139.424209595
20050000,-139.552753525,-139.475463867
20100000,-139.551838074,-139.475692749
20150000,-139.538865845,-139.480010986
20200000,-139.513135757,-139.376022339
20250000,-139.495377014,-139.363555908
20300000,-139.481601776,-139.386978149
20350000,-139.488462769,-139.362075806
20400000,-139.459045792,-139.323196411
20450000,-139.449084412,-139.321792603
20500000,-139.453957382,-139.327102661
20550000,-139.434924042,-139.341400146
20600000,-139.418110428,-139.372894287
20650000,-139.399831879,-139.357589722
20700000,-139.387590561,-139.335998535
20750000,-139.380798981,-139.299224854
20800000,-139.367186508,-139.26574707
20850000,-139.348343613,-139.272155762
20900000,-139.346515564,-139.200042725
20950000,-139.331945358,-139.302154541
21000000,-139.336773773,-139.212478638
21050000,-139.306728088,-139.285720825
21100000,-139.305885788,-139.166244507
21150000,-139.288960709,-139.266372681
21200000,-139.276699493,-139.234222412
21250000,-139.263588928,-139.253219604
21300000,-139.251543045,-139.212295532
21350000,-139.255211304,-139.161743164
21400000,-139.222910507,-139.186721802
21450000,-139.218260849,-139.202606201
21500000,-139.205998337,-139.206817627
21550000,-139.208492386,-139.112686157
21600000,-139.183057449,-139.184280396
21650000,-139.183201431,-139.09727478
21700000,-139.154978561,-139.116241455
21750000,-139.146064407,-139.105361938
21800000,-139.131360168,-139.081207275
21850000,-139.143650803,-139.047607422
21900000,-139.124649902,-139.055557251
21950000,-139.092891541,-139.083068848
22000000,-139.092633209,-139.04637146
22050000,-139.081529846,-139.108169556
22100000,-139.067013641,-139.031707764
22150000,-139.042289154,-139.061050415
22200000,-139.055251022,-139.013000488
22250000,-139.013514359,-139.026123047
22300000,-139.028077881,-139.024124146
22350000,-139.023709061,-139.028076172
22400000,-138.984901855,-139.046646118
22450000,-138.980152878,-138.985671997
22500000,-138.970059906,-139.003982544
22550000,-138.970733597,-138.917251587
22600000,-138.951935013,-138.964080811
22650000,-138.937283768,-138.988494873
22700000,-138.934027802,-138.950286865
22750000,-138.916691406,-138.87588501
22800000,-138.909307693,-138.95324707
22850000,-138.917969849,-138.855957031
22900000,-138.877553818,-138.929824829
22950000,-138.883658951,-138.864242554
23000000,-138.860065292,-138.865463257
23050000,-138.843265457,-138.896377563
23100000,-138.842484451,-138.854049683
23150000,-138.841029465,-138.909942627
23200000,-138.820470581,-138.846847534
23250000,-138.810453033,-138.833770752
23300000,-138.805663132,-138.834320068
23350000,-138.795781815,-138.811447144
23400000,-138.782750549,-138.876556396
23450000,-138.77236319,-138.809661865
23500000,-138.769661346,-138.786849976
23550000,-138.749817932,-138.840377808
23600000,-138.726750061,-138.831756592
23650000,-138.723249619,-138.734771729
23700000,-138.720198914,-138.752944946
23750000,-138.720816513,-138.727630615
23800000,-138.685096909,-138.765167236
23850000,-138.696763565,-138.79864502
23900000,-138.679622833,-138.697418213
23950000,-138.687205917,-138.733032227
24000000,-138.66502449,-138.740631104
24050000,-138.637194092,-138.735870361
24100000,-138.649083847,-138.750396729
24150000,-138.632664108,-138.714477539
24200000,-138.619862549,-138.702835083
24250000,-138.604890976,-138.667327881
24300000,-138.602128586,-138.684326172
24350000,-138.605923935,-138.660720825
24400000,-138.568960648,-138.668106079
24450000,-138.588533585,-138.636154175
24500000,-138.551963669,-138.618362427
24550000,-138.538082413,-138.625244141
24600000,-138.540507751,-138.692153931
24650000,-138.508855133,-138.653045654
24700000,-138.499293427,-138.592468262
24750000,-138.501802216,-138.632858276
24800000,-138.500280884,-138.541107178
24850000,-138.484482574,-138.557312012
24900000,-138.469965775,-138.591781616
24950000,-138.462515579,-138.619293213
25000000,-138.45372287,-138.583694458
25050000,-138.446741592,-138.601531982
25100000,-138.432896011,-138.568145752
25150000,-138.405545563,-138.565231323
25200000,-138.414835526,-138.493606567
25250000,-138.411487,-138.529602051
25300000,-138.398590881,-138.535415649
25350000,-138.404266525,-138.458724976
25400000,-138.379569443,-138.508178711
25450000,-138.380844543,-138.464797974
25500000,-138.348177475,-138.49887085
25550000,-138.367978317,-138.453231812
25600000,-138.351513168,-138.462768555
25650000,-138.314015762,-138.489303589
25700000,-138.32225351,-138.420898438
25750000,-138.308536423,-138.401184082
25800000,-138.297466415,-138.460754395
25850000,-138.289824036,-138.424072266
25900000,-138.276187057,-138.428146362
25950000,-138.277341217,-138.431503296
26000000,-138.246287582,-138.45262146
26050000,-138.248468185,-138.470428467
26100000,-138.248814957,-138.3409729
26150000,-138.231850372,-138.406600952
26200000,-138.224966309,-138.387176514
26250000,-138.207824081,-138.467956543
26300000,-138.215758545,-138.339385986
26350000,-138.192422104,-138.34727478
26400000,-138.198462357,-138.378646851
26450000,-138.182071594,-138.404937744
26500000,-138.164575897,-138.299758911
26550000,-138.139148926,-138.300445557
26600000,-138.162345139,-138.367446899
26650000,-138.140558426,-138.337875366
26700000,-138.130960129,-138.305496216
26750000,-138.123564835,-138.32723999
26800000,-138.110871384,-138.346572876
26850000,-138.105650833,-138.309921265
26900000,-138.104889893,-138.298568726
26950000,-138.088812866,-138.266174316
27000000,-138.063881058,-138.20274353
27050000,-138.063004242,-138.265472412
27100000,-138.062827667,-138.229995728
27150000,-138.050589249,-138.237380981
27200000,-138.046349548,-138.24848938
27250000,-138.030745819,-138.250305176
27300000,-138.03468541,-138.22505188
27350000,-138.012217743,-138.226531982
27400000,-137.999408875,-138.230453491
27450000,-137.987866638,-138.247573853
27500000,-137.980279404,-138.203201294
27550000,-137.985752563,-138.179824829
27600000,-137.960014236,-138.242858887
27650000,-137.961004486,-138.229370117
27700000,-137.956310806,-138.179550171
27750000,-137.956195374,-138.17906189
27800000,-137.945431808,-138.15171814
27850000,-137.933373413,-138.170974731
27900000,-137.921354034,-138.144973755
27950000,-137.914521118,-138.164276123
28000000,-137.89495018,-138.137863159
28050000,-137.888664566,-138.112808228
28100000,-137.885234283,-138.134521484
28150000,-137.886475983,-138.121948242
28200000,-137.85240567,-138.091506958
28250000,-137.87113652,-138.080368042
28300000,-137.859935684,-138.059020996
28350000,-137.851872299,-138.089508057
28400000,-137.843597427,-138.12109375
28450000,-137.820892303,-138.088195801
28500000,-137.808610504,-138.019699097
28550000,-137.818750824,-138.106643677
28600000,-137.798279922,-138.034103394
28650000,-137.795188354,-138.018661499
28700000,-137.780953979,-138.039169312
28750000,-137.783031662,-137.992004395
28800000,-137.769288879,-138.008422852
28850000,-137.763095718,-138.036880493
28900000,-137.745956314,-138.041549683
28950000,-137.737107513,-138.022476196
29000000,-137.749464066,-138.048233032
29050000,-137.734231522,-138.031326294
29100000,-137.699171326,-138.027893066
29150000,-137.711008636,-138.006607056
29200000,-137.699981735,-138.033218384
29250000,-137.696012344,-137.988449097
29300000,-137.682145309,-138.017700195
29350000,-137.672831985,-137.976516724
29400000,-137.669051544,-138.044799805
29450000,-137.661094116,-137.980743408
29500000,-137.641139969,-137.93687439
29550000,-137.651951752,-137.920028687
29600000,-137.614674881,-137.893508911
29650000,-137.636543549,-137.972396851
29700000,-137.609872864,-138.004119873
29750000,-137.592427643,-137.893295288
29800000,-137.61214859,-137.971313477
29850000,-137.596065262,-137.934356689
29900000,-137.59152034,-137.894775391
29950000,-137.575230103,-137.915893555
30000000,-137.557680908,-137.918426514
30050000,-137.556140976,-137.861175537
30100000,-137.538001053,-137.9190979
30150000,-137.547514816,-137.888031006
30200000,-137.536501099,-137.891998291
30250000,-137.535650543,-137.874282837
30300000,-137.532265579,-137.839584351
30350000,-137.527332672,-137.828369141
30400000,-137.512307495,-137.898071289
30450000,-137.499242798,-137.884811401
30500000,-137.491084869,-137.877502441
30550000,-137.480411224,-137.884002686
30600000,-137.460208923,-137.922927856
30650000,-137.466738571,-137.83555603
30700000,-137.452110519,-137.832702637
30750000,-137.440621887,-137.854919434
30800000,-137.457811737,-137.800750732
30850000,-137.425478485,-137.764282227
30900000,-137.430970383,-137.858932495
30950000,-137.410222809,-137.807342529
31000000,-137.415305176,-137.759292603
31050000,-137.403841766,-137.785919189
31100000,-137.401070267,-137.758834839
31150000,-137.383150818,-137.785354614
31200000,-137.384248413,-137.723617554
31250000,-137.372960403,-137.811553955
31300000,-137.350617569,-137.738143921
31350000,-137.365494293,-137.710830688
31400000,-137.342686707,-137.695999146
31450000,-137.346545456,-137.746459961
31500000,-137.333054123,-137.718994141
31550000,-137.317781662,-137.660690308
31600000,-137.309023819,-137.694625854
31650000,-137.324552246,-137.650802612
31700000,-137.302337891,-137.708282471
31750000,-137.307278091,-137.679779053
31800000,-137.290098526,-137.7084198
31850000,-137.280165482,-137.696121216
31900000,-137.263247009,-137.679946899
31950000,-137.26251004,-137.642303467
32000000,-137.237668442,-137.650817871
32050000,-137.260970718,-137.672851562
32100000,-137.242141052,-137.686004639
32150000,-137.23977182,-137.616577148
32200000,-137.236244934,-137.627182007
32250000,-137.229595657,-137.663040161
32300000,-137.210124924,-137.674255371
32350000,-137.203744247,-137.691162109
32400000,-137.208373901,-137.638656616
32450000,-137.179235611,-137.658996582
32500000,-137.184617432,-137.655227661
32550000,-137.180156906,-137.665405273
32600000,-137.184520126,-137.646530151
32650000,-137.16724884,-137.624298096
32700000,-137.16075412,-137.569580078
32750000,-137.154945694,-137.599380493
32800000,-137.149601761,-137.552078247
32850000,-137.153989365,-137.600219727
32900000,-137.117466751,-137.535568237
32950000,-137.132878647,-137.589019775
33000000,-137.12263678,-137.574295044
33050000,-137.105605469,-137.550201416
33100000,-137.086514648,-137.559875488
33150000,-137.091813919,-137.560333252
33200000,-137.085348633,-137.569519043
33250000,-137.069622665,-137.565795898
33300000,-137.075038635,-137.553756714
33350000,-137.069455444,-137.529525757
33400000,-137.055142929,-137.585021973
33450000,-137.049693054,-137.55027771
33500000,-137.030019241,-137.465698242
33550000,-137.044858185,-137.590805054
33600000,-137.016423477,-137.474014282
33650000,-137.024663208,-137.501403809
33700000,-137.017393036,-137.530014038
33750000,-137.013445877,-137.468795776
33800000,-137.014926086,-137.570098877
33850000,-137.005625793,-137.501312256
33900000,-136.997999908,-137.52243042
33950000,-136.964040756,-137.47052002
34000000,-136.970952515,-137.452438354
34050000,-136.960945435,-137.545043945
34100000,-136.956486694,-137.487930298
34150000,-136.945630463,-137.47694397
34200000,-136.934358948,-137.485229492
34250000,-136.947281815,-137.455444336
34300000,-136.928398621,-137.410461426
34350000,-136.933016327,-137.459243774
34400000,-136.934316635,-137.454742432
34450000,-136.912994934,-137.46647644
34500000,-136.895762741,-137.451049805
34550000,-136.899774887,-137.416000366
34600000,-136.903322617,-137.437210083
34650000,-136.885473022,-137.409255981
34700000,-136.881684448,-137.405456543
34750000,-136.872782669,-137.408081055
34800000,-136.866820602,-137.392318726
34850000,-136.858378983,-137.411193848
34900000,-136.844000443,-137.372055054
34950000,-136.836772827,-137.412506104
35000000,-136.828393646,-137.343322754
35050000,-136.842638275,-137.342498779
35100000,-136.826532166,-137.37461853
35150000,-136.829521072,-137.369308472
35200000,-136.816291397,-137.365692139
35250000,-136.806811707,-137.358398438
35300000,-136.792325928,-137.29006958
35350000,-136.789971985,-137.361221313
35400000,-136.788684814,-137.354507446
35450000,-136.785121017,-137.326202393
35500000,-136.782894943,-137.323944092
35550000,-136.779988281,-137.279418945
35600000,-136.763680542,-137.319442749
35650000,-136.7523228,-137.341003418
35700000,-136.735591492,-137.353530884
35750000,-136.748163788,-137.283782959
35800000,-136.739940979,-137.309692383
35850000,-136.710601318,-137.285354614
35900000,-136.721471298,-137.288986206
35950000,-136.728703476,-137.274612427
36000000,-136.720133957,-137.275543213
36050000,-136.694594177,-137.272521973
36100000,-136.696340256,-137.251144409
36150000,-136.68856839,-137.261047363
36200000,-136.683248779,-137.226577759
36250000,-136.684079773,-137.261138916
36300000,-136.667660828,-137.252853394
36350000,-136.665344238,-137.243164062
36400000,-136.650844635,-137.196243286
36450000,-136.658633484,-137.236694336
36500000,-136.655346863,-137.275970459
36550000,-136.639148972,-137.220031738
36600000,-136.637297699,-137.211380005
36650000,-136.61988501,-137.208724976
36700000,-136.616973114,-137.214004517
36750000,-136.609438538,-137.229812622
36800000,-136.619086777,-137.278610229
36850000,-136.59771608,-137.208755493
36900000,-136.595807526,-137.20300293
36950000,-136.580174881,-137.161727905
37000000,-136.585645065,-137.162002563
37050000,-136.569803513,-137.137405396
37100000,-136.562395966,-137.215118408
37150000,-136.556436768,-137.184341431
37200000,-136.546360535,-137.177978516
37250000,-136.540557327,-137.191543579
37300000,-136.552713821,-137.140304565
37350000,-136.548858978,-137.219711304
37400000,-136.53983017,-137.156967163
37450000,-136.530382156,-137.195266724
37500000,-136.518124588,-137.107177734
37550000,-136.509695572,-137.144729614
37600000,-136.502429596,-137.1355896
37650000,-136.49487616,-137.111694336
37700000,-136.494206314,-137.11555481
37750000,-136.499020569,-137.118362427
37800000,-136.495931519,-137.120147705
37850000,-136.463376831,-137.132537842
37900000,-136.477670746,-137.176773071
37950000,-136.455901718,-137.164276123
38000000,-136.451850159,-137.096694946
38050000,-136.455815781,-137.113098145
38100000,-136.437423431,-137.088226318
38150000,-136.435397736,-137.095932007
38200000,-136.433237244,-137.159744263
38250000,-136.397375168,-137.136520386
38300000,-136.42091951,-137.1121521
38350000,-136.422446289,-137.06578064
38400000,-136.414025772,-136.994171143
38450000,-136.396630142,-137.042755127
38500000,-136.391882782,-137.153930664
38550000,-136.402185867,-137.056564331
38600000,-136.384596054,-137.039474487
38650000,-136.392351212,-136.988372803
38700000,-136.387934357,-137.049255371
38750000,-136.371105942,-137.055633545
38800000,-136.375012161,-137.134918213
38850000,-136.347231995,-137.014816284
38900000,-136.347173996,-137.057678223
38950000,-136.344710709,-136.967071533
39000000,-136.333723816,-137.007125854
39050000,-136.319344559,-136.988815308
39100000,-136.327855087,-137.010681152
39150000,-136.308620789,-137.011260986
39200000,-136.320690613,-137.020095825
39250000,-136.323379364,-136.995422363
39300000,-136.295181671,-137.014083862
39350000,-136.311236176,-137.001922607
39400000,-136.289797546,-137.01739502
39450000,-136.279327682,-136.937652588
39500000,-136.276656189,-136.937271118
39550000,-136.280193344,-136.99987793
39600000,-136.276247787,-136.986495972
39650000,-136.2733004,-137.018295288
39700000,-136.267697876,-136.999710083
39750000,-136.250837311,-136.966842651
39800000,-136.237370453,-136.908691406
39850000,-136.239867371,-136.977630615
39900000,-136.228143494,-136.993972778
39950000,-136.217951401,-137.005187988
40000000,-136.21633429,-136.981521606
40050000,-136.216458313,-136.943572998
40100000,-136.207984192,-136.893936157
40150000,-136.222569168,-136.987564087
40200000,-136.21090657,-136.974868774
40250000,-136.205089874,-136.948883057
40300000,-136.196319763,-136.91242981
40350000,-136.17712027,-136.98348999
40400000,-136.198131546,-136.929458618
40450000,-136.153845093,-136.901855469
40500000,-136.167511337,-136.928482056
40550000,-136.177836288,-136.859268188
40600000,-136.162325668,-136.925140381
40650000,-136.161588623,-136.88381958
40700000,-136.160431137,-136.910980225
40750000,-136.14880954,-136.910705566
