num_samples,L
4750000,-110.444184525,-110.650810242
4800000,-110.361373993,-110.535522461
4850000,-110.288794891,-110.532302856
4900000,-110.216806686,-110.4401474
4950000,-110.169838745,-110.31451416
5000000,-110.095262589,-110.304710388
5050000,-110.00026265,-110.251113892
5100000,-109.951839096,-110.113761902
5150000,-109.8747388,-110.09752655
5200000,-109.825036621,-110.03755188
5250000,-109.763357193,-109.978637695
5300000,-109.693669815,-109.827789307
5350000,-109.639607468,-109.871528625
5400000,-109.554455505,-109.822036743
5450000,-109.478530853,-109.65045166
5500000,-109.462012894,-109.66809082
5550000,-109.376679153,-109.621826172
5600000,-109.304672668,-109.565437317
5650000,-109.259404114,-109.529846191
5700000,-109.214357178,-109.400489807
5750000,-109.120694458,-109.417121887
5800000,-109.088203522,-109.362846375
5850000,-109.048321838,-109.232650757
5900000,-108.977689484,-109.251251221
5950000,-108.911056808,-109.227363586
6000000,-108.877106003,-109.130989075
6050000,-108.80965271,-109.127098083
6100000,-108.789253555,-109.085723877
6150000,-108.729650223,-108.945297241
6200000,-108.639717667,-108.888298035
6250000,-108.611576401,-108.855300903
6300000,-108.570894226,-108.865600586
6350000,-108.527625076,-108.754188538
6400000,-108.43556575,-108.766174316
6450000,-108.421565811,-108.656311035
6500000,-108.395590195,-108.641151428
6550000,-108.319328354,-108.575759888
6600000,-108.257826294,-108.541023254
6650000,-108.236196945,-108.528846741
6700000,-108.15935083,-108.515899658
6750000,-108.143539124,-108.370826721
6800000,-108.1264702,-108.409828186
6850000,-108.042237808,-108.418426514
6900000,-108.029944855,-108.305625916
6950000,-107.964000244,-108.302848816
7000000,-107.920303162,-108.26335144
7050000,-107.886051636,-108.182525635
7100000,-107.856851425,-108.138977051
7150000,-107.803506714,-108.123565674
7200000,-107.810154556,-108.099563599
7250000,-107.71177211,-108.051826477
7300000,-107.682125076,-107.921348572
7350000,-107.640777344,-107.98033905
7400000,-107.603095474,-107.941848755
7450000,-107.579679703,-107.89315033
7500000,-107.562876236,-107.929649353
7550000,-107.502099152,-107.77922821
7600000,-107.46501384,-107.765258789
7650000,-107.427271744,-107.804473877
7700000,-107.355608246,-107.698623657
7750000,-107.364990692,-107.673339844
7800000,-107.319064941,-107.66355896
7850000,-107.300702118,-107.625335693
7900000,-107.278793457,-107.620376587
7950000,-107.195946777,-107.489349365
8000000,-107.153179626,-107.488372803
8050000,-107.139363281,-107.471862793
8100000,-107.110716415,-107.505599976
8150000,-107.058760132,-107.483901978
8200000,-107.050171036,-107.453971863
8250000,-107.025504227,-107.36341095
8300000,-106.96932785,-107.335128784
8350000,-106.952732635,-107.318603516
8400000,-106.930382324,-107.221847534
8450000,-106.885502731,-107.237709045
8500000,-106.816495773,-107.253753662
8550000,-106.85864534,-107.207115173
8600000,-106.79446582,-107.206298828
8650000,-106.742521194,-107.097686768
8700000,-106.720275711,-107.099998474
8750000,-106.694829269,-107.00907135
8800000,-106.673490219,-107.050415039
8850000,-106.650634583,-107.038414001
8900000,-106.60220105,-107.013046265
8950000,-106.58715918,-107.04372406
9000000,-106.586704147,-106.957199097
9050000,-106.532422485,-106.969673157
9100000,-106.50388356,-106.867752075
9150000,-106.468541275,-106.984298706
9200000,-106.45099147,-106.783737183
9250000,-106.440694321,-106.839302063
9300000,-106.391321091,-106.782348633
9350000,-106.371841141,-106.832252502
9400000,-106.360807571,-106.795677185
9450000,-106.347327072,-106.764533997
9500000,-106.313247665,-106.706771851
9550000,-106.276686234,-106.728225708
9600000,-106.239041229,-106.652153015
9650000,-106.220411835,-106.630233765
9700000,-106.185339127,-106.634849548
9750000,-106.179118011,-106.633590698
9800000,-106.150930481,-106.592063904
9850000,-106.093189209,-106.507575989
9900000,-106.130396088,-106.513038635
9950000,-106.123679565,-106.541053772
10000000,-106.06602153,-106.491477966
10050000,-106.042036804,-106.474060059
10100000,-106.045636215,-106.451797485
10150000,-105.997462158,-106.400428772
10200000,-105.952782013,-106.374450684
10250000,-105.948739258,-106.410400391
10300000,-105.917341843,-106.363998413
10350000,-105.922175278,-106.425537109
10400000,-105.879091171,-106.30329895
10450000,-105.84561087,-106.307647705
10500000,-105.839538498,-106.19732666
10550000,-105.824403107,-106.2397995
10600000,-105.793742828,-106.133552551
10650000,-105.772539093,-106.196372986
10700000,-105.746090271,-106.18094635
10750000,-105.760440308,-106.119125366
10800000,-105.718565247,-106.144996643
10850000,-105.700276184,-106.153778076
10900000,-105.663297424,-106.193237305
10950000,-105.622547729,-106.14516449
11000000,-105.622611191,-106.15222168
11050000,-105.620742416,-106.158203125
11100000,-105.595347733,-106.114486694
11150000,-105.586548828,-106.051498413
11200000,-105.548835526,-106.02784729
11250000,-105.537500656,-106.01436615
11300000,-105.525356689,-106.042816162
11350000,-105.515992172,-105.919197083
11400000,-105.461818008,-106.015625
11450000,-105.451315369,-105.929412842
11500000,-105.448216278,-105.939949036
11550000,-105.4041875,-105.919075012
11600000,-105.441035568,-105.902153015
11650000,-105.375061279,-105.868873596
11700000,-105.329153595,-105.771247864
11750000,-105.3599216,-105.778785706
11800000,-105.314392258,-105.901947021
11850000,-105.314181198,-105.764915466
11900000,-105.305923477,-105.772972107
11950000,-105.291131027,-105.79599762
12000000,-105.268916016,-105.805084229
12050000,-105.262264099,-105.750823975
12100000,-105.233841446,-105.792938232
12150000,-105.220138,-105.712623596
12200000,-105.211436783,-105.708503723
12250000,-105.175162537,-105.732147217
12300000,-105.187393936,-105.639846802
12350000,-105.129575348,-105.565078735
12400000,-105.125358124,-105.603965759
12450000,-105.122503952,-105.55342865
12500000,-105.075495056,-105.621871948
12550000,-105.077713882,-105.574821472
12600000,-105.092098236,-105.583488464
12650000,-105.047700073,-105.559173584
12700000,-105.04579892,-105.530853271
12750000,-105.016677597,-105.509521484
12800000,-104.971116943,-105.522628784
12850000,-104.952799286,-105.488677979
12900000,-104.977557739,-105.519996643
12950000,-104.974228119,-105.48349762
13000000,-104.954921204,-105.46887207
13050000,-104.91791983,-105.481987
13100000,-104.923985245,-105.431602478
13150000,-104.917725555,-105.43460083
13200000,-104.868250992,-105.510475159
13250000,-104.885742645,-105.429428101
13300000,-104.87095932,-105.332702637
13350000,-104.855100845,-105.454246521
13400000,-104.846300751,-105.32824707
13450000,-104.808578979,-105.338516235
13500000,-104.791187592,-105.349975586
13550000,-104.762749847,-105.350959778
13600000,-104.775959045,-105.383140564
13650000,-104.720310303,-105.319702148
13700000,-104.736299683,-105.272125244
13750000,-104.719995819,-105.217826843
13800000,-104.768835129,-105.269813538
13850000,-104.696776474,-105.260360718
13900000,-104.715386627,-105.233764648
13950000,-104.676778564,-105.253921509
14000000,-104.655674637,-105.183898926
14050000,-104.6719366,-105.167175293
14100000,-104.644535629,-105.236701965
14150000,-104.652452026,-105.275253296
14200000,-104.610450302,-105.251998901
14250000,-104.605306,-105.105422974
14300000,-104.573168854,-105.091621399
14350000,-104.570750793,-105.103973389
14400000,-104.564649338,-105.112289429
14450000,-104.541819351,-105.134872437
14500000,-104.516114044,-105.151847839
14550000,-104.510319931,-105.185752869
14600000,-104.530665573,-105.029258728
14650000,-104.486676086,-105.15625
14700000,-104.500037918,-105.103401184
14750000,-104.486454498,-105.117652893
14800000,-104.451936356,-105.037574768
14850000,-104.417638046,-105.008384705
14900000,-104.419788696,-105.095176697
14950000,-104.43955954,-104.919837952
15000000,-104.411945984,-105.018638611
15050000,-104.362507217,-105.035575867
15100000,-104.407191071,-104.989402771
15150000,-104.375451843,-105.064872742
15200000,-104.367459213,-104.986778259
15250000,-104.360134171,-104.961647034
15300000,-104.312119064,-105.014701843
15350000,-104.303636337,-104.881835938
15400000,-104.329471924,-104.95565033
15450000,-104.311998291,-104.917564392
15500000,-104.344003281,-104.912437439
15550000,-104.264406982,-104.820632935
15600000,-104.252093826,-104.884246826
15650000,-104.257673218,-104.847663879
15700000,-104.260269043,-104.897148132
15750000,-104.228214523,-104.879814148
15800000,-104.248491409,-104.869224548
15850000,-104.220170334,-104.881874084
15900000,-104.199595215,-104.884086609
15950000,-104.209549164,-104.837982178
16000000,-104.187991821,-104.909446716
16050000,-104.194494049,-104.732398987
16100000,-104.152479797,-104.820571899
16150000,-104.148383545,-104.765975952
16200000,-104.135298386,-104.736862183
16250000,-104.13451564,-104.644264221
16300000,-104.119018585,-104.752784729
16350000,-104.092354767,-104.721183777
16400000,-104.099107315,-104.779556274
16450000,-104.119397766,-104.721046448
16500000,-104.0822323,-104.669059753
16550000,-104.088827682,-104.728096008
16600000,-104.091771851,-104.733139038
16650000,-104.064575989,-104.749603271
16700000,-104.080402588,-104.621681213
16750000,-104.017619156,-104.613426208
16800000,-104.022361984,-104.723754883
16850000,-104.019893555,-104.66456604
16900000,-103.998619843,-104.564933777
16950000,-103.964900208,-104.605651855
17000000,-103.953561752,-104.715187073
17050000,-104.002981842,-104.647407532
17100000,-103.989662766,-104.588150024
17150000,-103.975902985,-104.591308594
17200000,-103.965087967,-104.51197052
17250000,-103.919781006,-104.605911255
17300000,-103.947631363,-104.562568665
17350000,-103.883258774,-104.509567261
17400000,-103.921155655,-104.639984131
17450000,-103.891673447,-104.59942627
17500000,-103.890546341,-104.529876709
17550000,-103.891239685,-104.626037598
17600000,-103.867439285,-104.549263
17650000,-103.886771011,-104.46320343
17700000,-103.856026276,-104.508735657
17750000,-103.82167598,-104.489860535
17800000,-103.840933731,-104.477775574
17850000,-103.812236954,-104.494003296
17900000,-103.840710022,-104.467041016
17950000,-103.773187439,-104.449478149
18000000,-103.819787964,-104.389526367
18050000,-103.832306396,-104.467857361
18100000,-103.803000412,-104.400978088
18150000,-103.797227997,-104.40246582
18200000,-103.751928024,-104.39440155
18250000,-103.731449722,-104.420639038
18300000,-103.736228149,-104.403053284
18350000,-103.69916571,-104.383766174
18400000,-103.710281937,-104.432067871
18450000,-103.700255295,-104.452690125
18500000,-103.677860458,-104.418487549
18550000,-103.733706543,-104.343902588
18600000,-103.721526489,-104.384208679
18650000,-103.714639496,-104.338012695
18700000,-103.680019073,-104.409599304
18750000,-103.705630051,-104.315673828
18800000,-103.676187042,-104.304634094
18850000,-103.626782104,-104.314964294
18900000,-103.658082718,-104.361480713
18950000,-103.647617416,-104.294242859
19000000,-103.64271199,-104.348075867
19050000,-103.647764832,-104.262207031
19100000,-103.620409042,-104.286010742
19150000,-103.597961258,-104.271591187
19200000,-103.603391449,-104.236709595
19250000,-103.578446304,-104.285415649
19300000,-103.582563736,-104.316459656
19350000,-103.574186783,-104.217712402
19400000,-103.545351547,-104.263664246
19450000,-103.533886215,-104.268890381
19500000,-103.563315079,-104.221153259
19550000,-103.530012512,-104.234390259
19600000,-103.559029129,-104.244659424
19650000,-103.509758377,-104.23374939
19700000,-103.520436249,-104.215995789
19750000,-103.503268478,-104.279624939
19800000,-103.525248306,-104.164077759
19850000,-103.498589508,-104.251708984
19900000,-103.49286998,-104.214027405
19950000,-103.485616364,-104.228721619
20000000,-103.4901539,-104.178909302
20050000,-103.478723068,-104.170639038
20100000,-103.495606522,-104.167015076
20150000,-103.481144196,-104.191711426
20200000,-103.45598764,-104.169639587
20250000,-103.464606552,-104.117523193
20300000,-103.437008057,-104.157821655
20350000,-103.431018616,-104.163253784
20400000,-103.418850967,-104.093902588
20450000,-103.427077789,-104.183448792
20500000,-103.396109085,-104.050697327
20550000,-103.403985413,-104.160476685
20600000,-103.389926102,-104.185073853
20650000,-103.413571381,-104.098251343
20700000,-103.383729065,-104.049453735
20750000,-103.374985626,-104.136619568
20800000,-103.377510391,-104.049072266
20850000,-103.347593826,-103.984596252
20900000,-103.364940216,-104.032478333
20950000,-103.357392929,-103.978034973
21000000,-103.355179962,-104.016815186
21050000,-103.343107193,-104.066635132
21100000,-103.308243713,-104.022224426
21150000,-103.322666687,-103.94405365
21200000,-103.316178802,-104.00970459
21250000,-103.326899002,-104.083068848
21300000,-103.261803452,-104.020065308
21350000,-103.27761731,-104.079689026
21400000,-103.325950607,-104.012176514
21450000,-103.267172775,-104.001998901
21500000,-103.272974213,-104.01210022
21550000,-103.277385605,-103.993881226
21600000,-103.250963608,-104.093048096
21650000,-103.259834717,-103.985771179
21700000,-103.238119415,-103.978477478
21750000,-103.226048538,-103.93926239
21800000,-103.237575424,-103.93321991
21850000,-103.251241364,-104.005020142
21900000,-103.227122864,-103.939102173
21950000,-103.201488281,-103.983848572
22000000,-103.204636032,-103.907958984
22050000,-103.183520126,-103.931724548
22100000,-103.169738892,-103.869171143
22150000,-103.185306946,-103.955284119
22200000,-103.202713196,-103.907699585
22250000,-103.144118286,-103.926498413
22300000,-103.165651581,-103.916671753
22350000,-103.173510941,-103.894332886
22400000,-103.156847336,-103.968673706
22450000,-103.126481384,-103.874046326
22500000,-103.133047714,-103.975975037
22550000,-103.106413651,-103.810585022
22600000,-103.138824173,-103.836624146
22650000,-103.125911942,-103.898834229
22700000,-103.143978348,-103.875427246
22750000,-103.105884689,-103.858833313
22800000,-103.107360886,-103.866203308
22850000,-103.074915512,-103.878425598
22900000,-103.076840469,-103.793502808
22950000,-103.073932388,-103.819946289
23000000,-103.106426697,-103.834724426
23050000,-103.103690521,-103.763519287
23100000,-103.094496521,-103.810447693
23150000,-103.043467392,-103.856521606
23200000,-103.035777969,-103.849349976
23250000,-103.037424484,-103.816337585
23300000,-103.031078186,-103.771514893
23350000,-103.022407104,-103.840461731
23400000,-103.057971054,-103.729896545
23450000,-102.980238815,-103.742767334
23500000,-103.015445267,-103.75919342
23550000,-103.057776123,-103.770721436
23600000,-102.976110046,-103.723754883
23650000,-103.024443405,-103.832588196
23700000,-102.985418274,-103.784240723
23750000,-102.987337662,-103.751861572
23800000,-102.96547525,-103.739723206
23850000,-102.995298172,-103.760108948
23900000,-102.989171005,-103.76083374
23950000,-102.949174576,-103.723358154
24000000,-102.977148544,-103.707176208
24050000,-102.949431549,-103.723976135
24100000,-102.950366989,-103.750984192
24150000,-102.909971695,-103.802360535
24200000,-102.948890305,-103.74647522
24250000,-102.982371567,-103.780036926
24300000,-102.909427414,-103.769119263
24350000,-102.91781694,-103.689079285
24400000,-102.920273285,-103.68724823
24450000,-102.913807281,-103.717422485
24500000,-102.92470903,-103.741851807
24550000,-102.89668602,-103.706703186
24600000,-102.93676326,-103.647224426
24650000,-102.902968384,-103.661338806
24700000,-102.908801147,-103.694129944
24750000,-102.886165359,-103.70148468
24800000,-102.90216362,-103.721633911
24850000,-102.891868042,-103.562767029
24900000,-102.850341171,-103.686943054
24950000,-102.861548676,-103.691482544
25000000,-102.852428833,-103.641448975
25050000,-102.846511902,-103.65688324
25100000,-102.884168884,-103.62361145
25150000,-102.832127594,-103.633789062
25200000,-102.853206558,-103.604576111
25250000,-102.817695313,-103.631500244
25300000,-102.840938919,-103.654258728
25350000,-102.806190643,-103.545783997
25400000,-102.81520816,-103.615249634
25450000,-102.786743668,-103.613853455
25500000,-102.826133087,-103.589691162
25550000,-102.816095123,-103.675544739
25600000,-102.807014496,-103.624160767
25650000,-102.774681473,-103.475837708
25700000,-102.76041684,-103.611366272
25750000,-102.780628128,-103.556739807
25800000,-102.746408615,-103.577865601
25850000,-102.788467148,-103.603271484
25900000,-102.784653336,-103.525543213
25950000,-102.756101593,-103.534515381
26000000,-102.779907761,-103.51991272
26050000,-102.764117691,-103.506797791
26100000,-102.732811478,-103.5651474
26150000,-102.71454274,-103.532104492
26200000,-102.750251083,-103.539764404
26250000,-102.73443634,-103.525871277
26300000,-102.710637009,-103.523284912
26350000,-102.731804459,-103.488090515
26400000,-102.735107971,-103.526832581
26450000,-102.726666595,-103.525253296
26500000,-102.683166214,-103.555809021
26550000,-102.705114792,-103.523376465
26600000,-102.696434387,-103.470436096
26650000,-102.662215683,-103.506874084
26700000,-102.730005783,-103.520111084
26750000,-102.724152679,-103.495529175
26800000,-102.677639542,-103.469512939
26850000,-102.706993607,-103.559417725
26900000,-102.689985123,-103.573616028
26950000,-102.697869339,-103.453277588
27000000,-102.648481445,-103.481491089
27050000,-102.685833023,-103.484008789
27100000,-102.643598068,-103.476097107
27150000,-102.68766861,-103.557815552
27200000,-102.633167603,-103.512962341
27250000,-102.673481354,-103.444061279
27300000,-102.658377106,-103.474952698
27350000,-102.636997635,-103.513038635
27400000,-102.674828995,-103.473999023
27450000,-102.627634262,-103.455688477
27500000,-102.627876389,-103.44908905
27550000,-102.628230453,-103.515327454
27600000,-102.625825653,-103.398902893
27650000,-102.606479294,-103.460746765
27700000,-102.618196426,-103.409248352
27750000,-102.585741486,-103.402450562
27800000,-102.601274765,-103.391471863
27850000,-102.587706619,-103.438690186
27900000,-102.587017548,-103.493721008
27950000,-102.542124374,-103.416397095
28000000,-102.544021576,-103.436607361
28050000,-102.616665619,-103.431587219
28100000,-102.551711533,-103.32244873
28150000,-102.55370079,-103.417076111
28200000,-102.569926392,-103.352325439
28250000,-102.566820297,-103.370872498
28300000,-102.534615021,-103.324478149
28350000,-102.558996445,-103.400184631
28400000,-102.526339996,-103.352966309
28450000,-102.578165146,-103.337127686
28500000,-102.546373489,-103.460952759
28550000,-102.549629822,-103.294296265
28600000,-102.504154633,-103.310401917
28650000,-102.516923126,-103.429672241
28700000,-102.499136612,-103.358253479
28750000,-102.532721069,-103.34147644
28800000,-102.521017944,-103.314933777
28850000,-102.503429993,-103.368377686
28900000,-102.474287766,-103.337257385
28950000,-102.484366318,-103.393997192
29000000,-102.497249969,-103.357795715
29050000,-102.505837662,-103.317489624
29100000,-102.503372757,-103.400009155
29150000,-102.489758209,-103.361274719
29200000,-102.493561264,-103.281715393
29250000,-102.459953491,-103.293457031
29300000,-102.461026382,-103.304298401
29350000,-102.448994934,-103.363334656
29400000,-102.4806633,-103.339653015
29450000,-102.459054642,-103.308914185
29500000,-102.45660112,-103.276512146
29550000,-102.469762711,-103.266960144
29600000,-102.469073532,-103.360671997
29650000,-102.432346558,-103.206848145
29700000,-102.441378006,-103.317268372
29750000,-102.417996307,-103.285202026
29800000,-102.423769745,-103.313560486
29850000,-102.434573959,-103.291976929
29900000,-102.414858994,-103.339241028
29950000,-102.407199829,-103.26638031
30000000,-102.425888382,-103.224884033
30050000,-102.378334427,-103.242973328
30100000,-102.404206879,-103.239212036
30150000,-102.394699677,-103.249427795
30200000,-102.386847107,-103.273490906
30250000,-102.391657883,-103.320991516
30300000,-102.394728256,-103.28717804
30350000,-102.39092952,-103.180038452
30400000,-102.388343582,-103.226020813
30450000,-102.398080933,-103.239265442
30500000,-102.382817017,-103.238975525
30550000,-102.371744781,-103.26398468
30600000,-102.370275436,-103.230201721
30650000,-102.37017804,-103.188163757
30700000,-102.358910828,-103.209846497
30750000,-102.344996933,-103.227668762
30800000,-102.349451447,-103.233795166
30850000,-102.383702133,-103.178276062
30900000,-102.34952858,-103.183647156
30950000,-102.335975357,-103.131515503
31000000,-102.354870636,-103.157951355
31050000,-102.33185791,-103.248939514
31100000,-102.33657106,-103.147521973
31150000,-102.331095367,-103.200614929
31200000,-102.349478073,-103.210090637
31250000,-102.295305145,-103.159049988
31300000,-102.335979919,-103.135223389
31350000,-102.328187988,-103.129562378
31400000,-102.315815903,-103.127059937
31450000,-102.281618515,-103.144935608
31500000,-102.285798782,-103.129562378
31550000,-102.303062271,-103.195289612
31600000,-102.296400894,-103.109664917
31650000,-102.302825577,-103.194816589
31700000,-102.299788635,-103.182159424
31750000,-102.279876984,-103.080963135
31800000,-102.309974884,-103.160461426
31850000,-102.275852753,-103.166854858
31900000,-102.256039001,-103.216918945
31950000,-102.295062637,-103.124763489
32000000,-102.260158539,-103.198493958
32050000,-102.248202789,-103.090713501
32100000,-102.275690979,-103.177734375
32150000,-102.227471344,-103.075111389
32200000,-102.263309708,-103.032699585
32250000,-102.265998627,-103.158737183
32300000,-102.243540115,-103.092056274
32350000,-102.232708481,-103.090042114
32400000,-102.25931517,-103.163261414
32450000,-102.227601349,-103.166152954
32500000,-102.232379562,-103.09928894
32550000,-102.229084396,-103.06628418
32600000,-102.231887817,-103.08644104
32650000,-102.205150665,-103.124809265
32700000,-102.196485825,-103.108612061
32750000,-102.229472031,-103.0415802
32800000,-102.176056854,-103.117515564
32850000,-102.200788483,-103.065750122
32900000,-102.212461823,-103.093200684
32950000,-102.220176041,-103.072128296
33000000,-102.202337067,-103.108009338
33050000,-102.186922516,-103.12059021
33100000,-102.181474899,-103.031616211
33150000,-102.178532166,-103.090583801
33200000,-102.178107162,-103.019271851
33250000,-102.121071854,-103.07723999
33300000,-102.176338379,-103.120674133
33350000,-102.170278748,-103.089546204
33400000,-102.158173645,-102.998123169
33450000,-102.178178757,-103.036689758
33500000,-102.155215897,-103.030647278
33550000,-102.166604218,-103.071060181
33600000,-102.131026627,-103.130851746
33650000,-102.142348862,-103.060325623
33700000,-102.161937973,-103.059646606
33750000,-102.128981995,-103.008728027
33800000,-102.173219467,-103.015922546
33850000,-102.115734802,-103.020133972
33900000,-102.14996553,-103.076805115
33950000,-102.080828873,-102.96862793
34000000,-102.104490845,-103.005172729
34050000,-102.12309111,-103.038024902
34100000,-102.138640244,-103.026428223
34150000,-102.118266342,-103.047988892
34200000,-102.114036758,-102.924636841
34250000,-102.133158203,-103.115913391
34300000,-102.093341736,-103.025062561
34350000,-102.120859329,-103.082984924
34400000,-102.085923798,-103.001678467
34450000,-102.103962143,-103.072799683
34500000,-102.105513947,-102.990646362
34550000,-102.079880661,-102.961112976
34600000,-102.103412369,-102.972686768
34650000,-102.096877808,-103.02003479
34700000,-102.086440247,-102.963096619
34750000,-102.080852127,-102.978851318
34800000,-102.055498779,-102.993225098
34850000,-102.070978729,-103.000801086
34900000,-102.077299149,-102.895896912
34950000,-102.053293213,-102.967796326
35000000,-102.066116837,-103.013771057
35050000,-102.069047531,-102.981628418
35100000,-102.000579041,-102.974647522
35150000,-102.070484833,-102.984725952
35200000,-102.052024933,-102.978500366
35250000,-102.048742065,-102.907440186
35300000,-102.042978302,-102.95980072
35350000,-102.063672058,-102.996749878
35400000,-102.044763245,-102.921066284
35450000,-102.004938828,-102.927276611
35500000,-102.026437225,-102.915000916
35550000,-102.037521225,-102.948554993
35600000,-101.992760468,-102.93762207
35650000,-102.022918198,-102.925109863
35700000,-102.021185043,-102.985740662
35750000,-102.018995285,-102.923210144
35800000,-102.024212692,-102.963386536
35850000,-102.059009918,-102.942489624
35900000,-102.003732574,-102.940704346
35950000,-102.005548828,-102.993690491
36000000,-102.007821014,-102.917350769
36050000,-102.002059708,-102.93914032
36100000,-102.000628967,-102.902915955
36150000,-101.982014389,-102.866851807
36200000,-101.989119324,-102.894012451
36250000,-101.98678363,-102.929077148
36300000,-101.979642761,-102.942611694
36350000,-101.996693741,-102.936767578
36400000,-101.988913544,-102.864509583
36450000,-101.965353653,-102.924919128
36500000,-101.98058075,-102.953857422
36550000,-101.959422638,-102.883865356
36600000,-101.960367935,-102.834442139
36650000,-101.945074554,-102.895637512
36700000,-101.94805806,-102.898353577
36750000,-101.958215515,-102.911628723
36800000,-101.952846283,-102.881752014
36850000,-101.943202332,-102.901641846
36900000,-101.958360321,-102.983428955
36950000,-101.939691116,-102.7862854
37000000,-101.93877684,-102.905250549
37050000,-101.931872696,-102.909202576
37100000,-101.934478668,-102.972602844
37150000,-101.934819611,-102.865341187
37200000,-101.928089615,-102.936805725
37250000,-101.921596237,-102.868545532
37300000,-101.912681778,-102.896125793
37350000,-101.92448204,-102.909423828
37400000,-101.932476303,-102.825889587
37450000,-101.925686142,-102.846305847
37500000,-101.926033585,-102.847427368
37550000,-101.912219437,-102.862586975
37600000,-101.923824738,-102.847770691
37650000,-101.924192871,-102.952903748
37700000,-101.941689545,-102.822097778
37750000,-101.867392746,-102.869689941
37800000,-101.907270813,-102.938034058
37850000,-101.906528854,-102.81375885
37900000,-101.906966782,-102.882446289
37950000,-101.872208344,-102.828399658
38000000,-101.920453598,-102.870056152
38050000,-101.898625381,-102.850852966
38100000,-101.87743605,-102.86126709
38150000,-101.861765396,-102.892036438
38200000,-101.892131943,-102.784622192
38250000,-101.87404216,-102.876312256
38300000,-101.865171005,-102.813529968
38350000,-101.828329102,-102.726524353
38400000,-101.843557434,-102.756149292
38450000,-101.899749741,-102.776222229
38500000,-101.814163712,-102.836746216
38550000,-101.85193811,-102.880088806
38600000,-101.875493484,-102.83000946
38650000,-101.869712601,-102.774772644
38700000,-101.866474518,-102.75907135
38750000,-101.836530334,-102.752235413
38800000,-101.841327713,-102.783660889
38850000,-101.856265259,-102.742218018
38900000,-101.809310699,-102.808311462
