num_samples,L
38900000,-101.812647354,-102.732048035
38950000,-101.803830475,-102.707687378
39000000,-101.809840652,-102.609313965
39050000,-101.758811905,-102.664237976
39100000,-101.786350174,-102.701446533
39150000,-101.763929352,-102.628181458
39200000,-101.797086456,-102.707702637
39250000,-101.764381134,-102.682846069
39300000,-101.818662582,-102.647697449
39350000,-101.761300125,-102.561477661
39400000,-101.797139679,-102.735671997
39450000,-101.759997543,-102.622283936
39500000,-101.775299316,-102.626777649
39550000,-101.772296295,-102.594284058
39600000,-101.795957077,-102.578659058
39650000,-101.787054672,-102.661186218
39700000,-101.800372589,-102.607826233
39750000,-101.737374603,-102.635910034
39800000,-101.746177841,-102.565612793
39850000,-101.7615224,-102.64440155
39900000,-101.752743225,-102.534896851
39950000,-101.790781174,-102.665466309
40000000,-101.759542252,-102.577125549
40050000,-101.723060715,-102.582183838
40100000,-101.688640793,-102.660514832
40150000,-101.681692307,-102.611839294
40200000,-101.73040683,-102.624275208
40250000,-101.726767197,-102.523147583
40300000,-101.730395645,-102.6067276
40350000,-101.718215973,-102.58278656
40400000,-101.729360245,-102.512687683
40450000,-101.735265884,-102.6224823
40500000,-101.707096466,-102.557250977
40550000,-101.727615753,-102.596786499
40600000,-101.721320084,-102.553909302
40650000,-101.714844666,-102.528694153
40700000,-101.665468231,-102.594337463
40750000,-101.716231003,-102.605384827
40800000,-101.716242722,-102.496650696
40850000,-101.688681183,-102.63848877
40900000,-101.714508881,-102.534355164
40950000,-101.652390533,-102.578834534
41000000,-101.684338196,-102.544784546
41050000,-101.674142029,-102.546844482
41100000,-101.686499664,-102.493164062
41150000,-101.663167343,-102.467750549
41200000,-101.652957306,-102.503509521
41250000,-101.677152618,-102.537590027
41300000,-101.652846756,-102.617477417
41350000,-101.620747116,-102.566146851
41400000,-101.672967682,-102.557731628
41450000,-101.655930023,-102.407089233
41500000,-101.654932388,-102.548927307
41550000,-101.633377487,-102.457801819
41600000,-101.644524734,-102.538841248
41650000,-101.650796005,-102.528862
41700000,-101.645720856,-102.498428345
41750000,-101.650737793,-102.482078552
41800000,-101.62772403,-102.500823975
41850000,-101.622686615,-102.435203552
41900000,-101.652159332,-102.416748047
41950000,-101.652666672,-102.537277222
42000000,-101.624191605,-102.433677673
42050000,-101.609786133,-102.484275818
42100000,-101.623851257,-102.572761536
42150000,-101.628428146,-102.544998169
42200000,-101.623922943,-102.420173645
42250000,-101.574953613,-102.455299377
42300000,-101.60939093,-102.487609863
42350000,-101.608256042,-102.599006653
42400000,-101.601283585,-102.439125061
42450000,-101.599632782,-102.413490295
42500000,-101.598935226,-102.441902161
42550000,-101.565230118,-102.518791199
42600000,-101.619948364,-102.602012634
42650000,-101.559200943,-102.483665466
42700000,-101.610384857,-102.426422119
42750000,-101.576198929,-102.472122192
42800000,-101.572386429,-102.481277466
42850000,-101.565557358,-102.444351196
42900000,-101.612269653,-102.423698425
42950000,-101.58120195,-102.444000244
43000000,-101.587500061,-102.402084351
43050000,-101.563173126,-102.437713623
43100000,-101.580687119,-102.417350769
43150000,-101.584963882,-102.481658936
43200000,-101.543254333,-102.460746765
43250000,-101.555441147,-102.418952942
43300000,-101.550499451,-102.430465698
43350000,-101.554379227,-102.483901978
43400000,-101.536339432,-102.443359375
43450000,-101.528958649,-102.364387512
43500000,-101.526283051,-102.491783142
43550000,-101.549109451,-102.451278687
43600000,-101.540424118,-102.440185547
43650000,-101.515383835,-102.419441223
43700000,-101.540451004,-102.43964386
43750000,-101.521501968,-102.384803772
43800000,-101.523237717,-102.505661011
43850000,-101.517599762,-102.4012146
43900000,-101.517160522,-102.3932724
43950000,-101.490778992,-102.419410706
44000000,-101.496283203,-102.476242065
44050000,-101.477739502,-102.405937195
44100000,-101.510288071,-102.324386597
44150000,-101.500864044,-102.456016541
44200000,-101.549056763,-102.390205383
44250000,-101.509657623,-102.417381287
44300000,-101.536483109,-102.372550964
44350000,-101.481235657,-102.39894104
44400000,-101.517709564,-102.446777344
44450000,-101.480969131,-102.438484192
44500000,-101.477190536,-102.405036926
44550000,-101.464162735,-102.42375946
44600000,-101.53072023,-102.325592041
44650000,-101.506650314,-102.362167358
44700000,-101.481752777,-102.415252686
44750000,-101.471617142,-102.365028381
44800000,-101.478958069,-102.392097473
44850000,-101.493777939,-102.353912354
44900000,-101.474948776,-102.298789978
44950000,-101.46742836,-102.35925293
45000000,-101.447646011,-102.309562683
45050000,-101.437598038,-102.401679993
45100000,-101.458918076,-102.377487183
45150000,-101.484877792,-102.317337036
45200000,-101.456344193,-102.390335083
45250000,-101.464456619,-102.338394165
45300000,-101.467393448,-102.337593079
45350000,-101.46784256,-102.469940186
45400000,-101.441635239,-102.321136475
45450000,-101.441034454,-102.272270203
45500000,-101.42742807,-102.381309509
45550000,-101.439708969,-102.292922974
45600000,-101.479940445,-102.310127258
45650000,-101.416287796,-102.34627533
45700000,-101.399854126,-102.280502319
45750000,-101.400279144,-102.444519043
45800000,-101.415108566,-102.367492676
45850000,-101.389812897,-102.288421631
45900000,-101.403539597,-102.353302002
45950000,-101.398859329,-102.316040039
46000000,-101.443181412,-102.29940033
46050000,-101.416153625,-102.322975159
46100000,-101.435199081,-102.243934631
46150000,-101.41867569,-102.290908813
46200000,-101.362323563,-102.306335449
46250000,-101.397211594,-102.200317383
46300000,-101.396736435,-102.257911682
46350000,-101.388855484,-102.270011902
46400000,-101.404363632,-102.284507751
46450000,-101.346491837,-102.254096985
46500000,-101.405739609,-102.23550415
46550000,-101.37069696,-102.346977234
46600000,-101.381989914,-102.295822144
46650000,-101.357543182,-102.269844055
46700000,-101.394587494,-102.357452393
46750000,-101.355676346,-102.232475281
46800000,-101.357709839,-102.314857483
46850000,-101.386395645,-102.325874329
46900000,-101.366471527,-102.289253235
46950000,-101.379051514,-102.382843018
47000000,-101.356894089,-102.232139587
47050000,-101.352535492,-102.281738281
47100000,-101.327096634,-102.262763977
47150000,-101.377285294,-102.309425354
47200000,-101.32612294,-102.307220459
47250000,-101.350514984,-102.257965088
47300000,-101.346879288,-102.265937805
47350000,-101.346484802,-102.276222229
47400000,-101.346237915,-102.333686829
47450000,-101.341320633,-102.245201111
47500000,-101.341956345,-102.187400818
47550000,-101.354887894,-102.15221405
47600000,-101.363835175,-102.26750946
47650000,-101.349723404,-102.280822754
47700000,-101.336689468,-102.227775574
47750000,-101.359393143,-102.234085083
47800000,-101.323815231,-102.268638611
47850000,-101.320208771,-102.194213867
47900000,-101.340906494,-102.242553711
47950000,-101.341785355,-102.24243927
48000000,-101.315626144,-102.216278076
48050000,-101.303878494,-102.224433899
48100000,-101.331014328,-102.236328125
48150000,-101.319059921,-102.189048767
48200000,-101.298245514,-102.215240479
48250000,-101.290490128,-102.250709534
48300000,-101.316247513,-102.236976624
48350000,-101.311940674,-102.266647339
48400000,-101.322346802,-102.239189148
48450000,-101.303282867,-102.216697693
48500000,-101.286398331,-102.260124207
48550000,-101.299184448,-102.221878052
48600000,-101.266918015,-102.134216309
48650000,-101.283260361,-102.226737976
48700000,-101.288867844,-102.225662231
48750000,-101.276311813,-102.27835083
48800000,-101.255071274,-102.240791321
48850000,-101.272557373,-102.183296204
48900000,-101.267093277,-102.196563721
48950000,-101.242894165,-102.136940002
49000000,-101.259737091,-102.207710266
49050000,-101.270350998,-102.207466125
49100000,-101.276220413,-102.259254456
49150000,-101.274490891,-102.234893799
49200000,-101.265991791,-102.187339783
49250000,-101.232904495,-102.190925598
49300000,-101.269013611,-102.185127258
49350000,-101.238445923,-102.161857605
49400000,-101.224279282,-102.265953064
49450000,-101.226100861,-102.265464783
49500000,-101.272910385,-102.154884338
49550000,-101.258973175,-102.159736633
49600000,-101.254292908,-102.265792847
49650000,-101.23325647,-102.103172302
49700000,-101.238730881,-102.229110718
49750000,-101.230716156,-102.216537476
49800000,-101.244479736,-102.11656189
49850000,-101.229103302,-102.103271484
49900000,-101.249411728,-102.122695923
49950000,-101.249542542,-102.244865417
50000000,-101.229860931,-102.171638489
50050000,-101.19858371,-102.167259216
50100000,-101.239480759,-102.122711182
50150000,-101.219644623,-102.214813232
50200000,-101.227837814,-102.162902832
50250000,-101.16951857,-102.214675903
50300000,-101.226612671,-102.130233765
50350000,-101.223344604,-102.175178528
50400000,-101.203670303,-102.12071228
50450000,-101.225240372,-102.124343872
50500000,-101.194307541,-102.157424927
50550000,-101.163214539,-102.119911194
50600000,-101.192267029,-102.104415894
50650000,-101.201477432,-102.120658875
50700000,-101.207789871,-102.207550049
50750000,-101.218863556,-102.127815247
50800000,-101.188527817,-102.146324158
50850000,-101.174915298,-102.067611694
50900000,-101.191131134,-102.169654846
50950000,-101.167500076,-102.120002747
51000000,-101.181907181,-102.122337341
51050000,-101.174008652,-102.09513092
51100000,-101.188429489,-102.234649658
51150000,-101.157613586,-102.105224609
51200000,-101.163554291,-102.184684753
51250000,-101.172470001,-102.12286377
51300000,-101.189574829,-102.099525452
51350000,-101.155056656,-102.125747681
51400000,-101.161180389,-102.11958313
51450000,-101.132226364,-102.224487305
51500000,-101.163545395,-102.134162903
51550000,-101.164865494,-102.091316223
51600000,-101.116321106,-102.117980957
51650000,-101.165693176,-102.102714539
51700000,-101.164700974,-102.062721252
51750000,-101.146681366,-102.105049133
51800000,-101.179373291,-102.103538513
51850000,-101.14350499,-102.036300659
51900000,-101.1544366,-102.137275696
51950000,-101.116575378,-102.057136536
52000000,-101.151857956,-102.052497864
52050000,-101.121845245,-102.088302612
52100000,-101.126954895,-102.155700684
52150000,-101.141026443,-102.167137146
52200000,-101.151403488,-102.069473267
52250000,-101.127324371,-102.102653503
52300000,-101.157238174,-102.08934021
52350000,-101.093801178,-102.085586548
52400000,-101.144915283,-102.111618042
52450000,-101.167431259,-102.046615601
52500000,-101.161205338,-102.085090637
52550000,-101.111487671,-102.144599915
52600000,-101.14385228,-102.09287262
52650000,-101.159580078,-102.052360535
52700000,-101.12710936,-102.016395569
52750000,-101.112868469,-102.136734009
52800000,-101.090147675,-102.043693542
52850000,-101.114958527,-102.159660339
52900000,-101.148988815,-102.112884521
52950000,-101.106980301,-102.011306763
53000000,-101.085434479,-102.003936768
53050000,-101.100240311,-102.037338257
53100000,-101.093872147,-102.071586609
53150000,-101.108529633,-101.9949646
53200000,-101.115282379,-102.049713135
53250000,-101.089839615,-102.090538025
53300000,-101.102694672,-102.034103394
53350000,-101.098670212,-102.00125885
53400000,-101.087924255,-102.012321472
53450000,-101.089345367,-102.051551819
53500000,-101.052630966,-101.975616455
53550000,-101.085730682,-102.000549316
53600000,-101.054659897,-102.03616333
53650000,-101.087180481,-102.0102005
53700000,-101.094566055,-102.027740479
53750000,-101.061860565,-102.080375671
53800000,-101.031187057,-102.049163818
53850000,-101.057790131,-102.0390625
53900000,-101.028294342,-101.977424622
53950000,-101.061672607,-102.02784729
54000000,-101.078425247,-102.058486938
54050000,-101.049331696,-101.936698914
54100000,-101.051634872,-102.055717468
54150000,-101.099979446,-102.062034607
54200000,-101.054893417,-101.975021362
54250000,-101.071137543,-102.080558777
54300000,-101.070330795,-102.000236511
54350000,-101.060445999,-102.048698425
54400000,-101.054596176,-102.007034302
54450000,-101.055463257,-101.969184875
54500000,-101.028800919,-101.929428101
54550000,-101.025383591,-102.071640015
54600000,-101.022544403,-102.010948181
54650000,-101.060949097,-102.112373352
54700000,-101.040850296,-102.049224854
54750000,-101.018859055,-101.999252319
54800000,-101.032891205,-102.050559998
54850000,-101.064742615,-102.049720764
54900000,-101.033895782,-101.950149536
54950000,-101.052455032,-101.946609497
55000000,-101.04723584,-102.075378418
55050000,-100.997809921,-101.983802795
55100000,-100.993674957,-101.99092865
55150000,-101.040437042,-101.954750061
55200000,-101.023718018,-101.99823761
55250000,-100.994512085,-101.934280396
55300000,-101.014054138,-102.003181458
55350000,-100.983130402,-101.981788635
55400000,-101.012046936,-101.945320129
55450000,-101.015787811,-102.028190613
55500000,-101.02843959,-102.002838135
55550000,-101.024973877,-101.965812683
55600000,-101.013401871,-101.971168518
55650000,-100.988639618,-101.964263916
55700000,-100.995688934,-101.963775635
55750000,-101.030655594,-101.955108643
55800000,-100.980324799,-101.955833435
55850000,-100.965430878,-101.980796814
55900000,-100.978018082,-101.94909668
55950000,-100.986703079,-101.968772888
56000000,-100.970776779,-101.949119568
56050000,-101.005070053,-101.910873413
56100000,-100.984243896,-101.887588501
56150000,-100.93429541,-101.948532104
56200000,-100.951128281,-101.944847107
56250000,-100.954276901,-101.995269775
56300000,-100.996106308,-101.940803528
56350000,-100.96258873,-101.979927063
56400000,-100.98752887,-101.892967224
56450000,-100.969296265,-101.9479599
56500000,-100.948005417,-101.99949646
56550000,-100.950992844,-101.938751221
56600000,-100.974740082,-101.942085266
56650000,-100.955932587,-102.02117157
56700000,-100.956998474,-101.971603394
56750000,-100.943104721,-101.88079834
56800000,-100.980485443,-101.92766571
56850000,-100.951316818,-101.888023376
56900000,-100.969675125,-101.894424438
56950000,-100.954743301,-101.947471619
57000000,-100.966795654,-101.954177856
57050000,-100.963686508,-101.927780151
57100000,-100.946680695,-101.920127869
57150000,-100.923118591,-101.939437866
57200000,-100.969582916,-101.874641418
57250000,-100.956480682,-101.853187561
57300000,-100.993851395,-101.821411133
57350000,-100.938201935,-101.890426636
57400000,-100.943449249,-101.919593811
57450000,-100.943435364,-101.935646057
57500000,-100.935346359,-101.932159424
57550000,-100.909111816,-101.85559845
57600000,-100.948197083,-101.918968201
57650000,-100.945076324,-101.904449463
57700000,-100.90812796,-101.91519165
57750000,-100.941449448,-101.903762817
57800000,-100.931350906,-101.94304657
57850000,-100.908974136,-101.913734436
57900000,-100.88654921,-101.9061203
57950000,-100.933371063,-101.897422791
58000000,-100.89970137,-101.886924744
58050000,-100.92281073,-101.859077454
58100000,-100.910880997,-101.977096558
58150000,-100.932229843,-101.814048767
58200000,-100.901946106,-101.890449524
58250000,-100.918704071,-101.914627075
58300000,-100.920894882,-101.869537354
58350000,-100.92229129,-101.91746521
58400000,-100.91352092,-101.875076294
58450000,-100.866331665,-101.903503418
58500000,-100.940784225,-101.889320374
58550000,-100.900623535,-101.883056641
58600000,-100.929532104,-101.832466125
58650000,-100.907815125,-101.825248718
58700000,-100.914098953,-101.893074036
58750000,-100.903564346,-101.853813171
58800000,-100.889392456,-101.952148438
58850000,-100.936449768,-101.872810364
58900000,-100.908334091,-101.880638123
58950000,-100.89222551,-101.893135071
59000000,-100.910413574,-101.930709839
59050000,-100.875292755,-101.778373718
59100000,-100.916375549,-101.892166138
59150000,-100.849703171,-101.841133118
59200000,-100.865714447,-101.838157654
59250000,-100.888750549,-101.84563446
59300000,-100.866632538,-101.936607361
59350000,-100.863599335,-101.801177979
59400000,-100.838334488,-101.883766174
59450000,-100.85678688,-101.872947693
59500000,-100.864955963,-101.864936829
59550000,-100.885878189,-101.875907898
59600000,-100.848700836,-101.830284119
59650000,-100.844798004,-101.862487793
59700000,-100.863390015,-102.016609192
59750000,-100.863954163,-101.87727356
59800000,-100.851509796,-101.807273865
59850000,-100.826783112,-101.836372375
59900000,-100.851774643,-101.82207489
59950000,-100.868796204,-101.904319763
60000000,-100.839269302,-101.84903717
60050000,-100.870785858,-101.839561462
60100000,-100.821281357,-101.792503357
60150000,-100.841675278,-101.810623169
60200000,-100.850348221,-101.739356995
60250000,-100.868564011,-101.799049377
60300000,-100.850362976,-101.858543396
60350000,-100.857170609,-101.769500732
60400000,-100.836324707,-101.806602478
60450000,-100.818204803,-101.82862854
60500000,-100.81703215,-101.807632446
60550000,-100.810596878,-101.891227722
60600000,-100.817436508,-101.82824707
60650000,-100.831317047,-101.744422913
60700000,-100.848591095,-101.883934021
60750000,-100.841713593,-101.813774109
60800000,-100.798069885,-101.826499939
60850000,-100.837846741,-101.840583801
60900000,-100.802010773,-101.898048401
60950000,-100.848125031,-101.818061829
61000000,-100.804633347,-101.783363342
61050000,-100.805099762,-101.848678589
61100000,-100.843472427,-101.816703796
61150000,-100.812980865,-101.82219696
61200000,-100.813247818,-101.760627747
61250000,-100.819205231,-101.800590515
61300000,-100.810401901,-101.804473877
61350000,-100.817824768,-101.880447388
61400000,-100.798733688,-101.829574585
61450000,-100.783071533,-101.811790466
61500000,-100.811651382,-101.716712952
61550000,-100.800394577,-101.797203064
61600000,-100.784438416,-101.813560486
61650000,-100.827292175,-101.826393127
61700000,-100.781310593,-101.865814209
61750000,-100.775614944,-101.866973877
61800000,-100.7898134,-101.785308838
61850000,-100.791902191,-101.779296875
61900000,-100.801747604,-101.802688599
61950000,-100.803835587,-101.726112366
62000000,-100.786804184,-101.840339661
62050000,-100.778667343,-101.818222046
62100000,-100.774004883,-101.757331848
62150000,-100.773923187,-101.75718689
62200000,-100.782363937,-101.793746948
62250000,-100.79542894,-101.770759583
62300000,-100.786798691,-101.776878357
62350000,-100.783092865,-101.762809753
62400000,-100.750751709,-101.773002625
62450000,-100.785130768,-101.746162415
62500000,-100.786550461,-101.779205322
62550000,-100.77018605,-101.769813538
62600000,-100.774189331,-101.729293823
62650000,-100.747817474,-101.835922241
62700000,-100.737578415,-101.738967896
62750000,-100.78306366,-101.764854431
62800000,-100.740613022,-101.736175537
62850000,-100.745933578,-101.775619507
62900000,-100.751283401,-101.756347656
62950000,-100.760449036,-101.830749512
63000000,-100.750614258,-101.758544922
63050000,-100.734862869,-101.804946899
63100000,-100.761417297,-101.819580078
63150000,-100.749603165,-101.711410522
63200000,-100.769854691,-101.858711243
63250000,-100.749299149,-101.756484985
63300000,-100.753766205,-101.741912842
63350000,-100.742762665,-101.674591064
63400000,-100.738293228,-101.824836731
63450000,-100.749839951,-101.769828796
63500000,-100.721202408,-101.780899048
63550000,-100.707582108,-101.754432678
63600000,-100.731519958,-101.755699158
63650000,-100.735128662,-101.762069702
63700000,-100.757874771,-101.723571777
63750000,-100.738996338,-101.745491028
63800000,-100.724878845,-101.781814575
63850000,-100.741554718,-101.716171265
63900000,-100.724303467,-101.669158936
63950000,-100.717330719,-101.762443542
64000000,-100.73844722,-101.747299194
64050000,-100.705938217,-101.734855652
64100000,-100.751320297,-101.761161804
64150000,-100.728062805,-101.767028809
64200000,-100.71562851,-101.772712708
64250000,-100.719556427,-101.728530884
64300000,-100.770910706,-101.770812988
64350000,-100.697605392,-101.699562073
64400000,-100.726807037,-101.674537659
64450000,-100.713086868,-101.658172607
64500000,-100.719434036,-101.797241211
64550000,-100.664775848,-101.716789246
64600000,-100.733689514,-101.743103027
64650000,-100.685924118,-101.734703064
64700000,-100.740014374,-101.71231842
64750000,-100.734460831,-101.667861938
64800000,-100.711594604,-101.753570557
64850000,-100.677919922,-101.72252655
64900000,-100.674709457,-101.73298645
64950000,-100.694788223,-101.691299438
65000000,-100.669780106,-101.738540649
65050000,-100.698626724,-101.726753235
65100000,-100.687368576,-101.676635742
65150000,-100.695778503,-101.697013855
65200000,-100.704165344,-101.766311646
65250000,-100.698436035,-101.63482666
65300000,-100.667108368,-101.74369812
65350000,-100.670766632,-101.745231628
65400000,-100.684287918,-101.694503784
65450000,-100.703701187,-101.704826355
65500000,-100.678259903,-101.730262756
65550000,-100.689605469,-101.684448242
65600000,-100.68502063,-101.74092865
65650000,-100.639003418,-101.702209473
65700000,-100.69679007,-101.752059937
65750000,-100.68358989,-101.736671448
65800000,-100.674033356,-101.650344849
65850000,-100.667868774,-101.731384277
65900000,-100.66949588,-101.801002502
65950000,-100.677052811,-101.654289246
66000000,-100.674388794,-101.679077148
66050000,-100.676235458,-101.6456604
66100000,-100.663085663,-101.625045776
66150000,-100.67409993,-101.687202454
66200000,-100.673026184,-101.676551819
66250000,-100.671893188,-101.731811523
66300000,-100.687082916,-101.729789734
66350000,-100.65840831,-101.68939209
66400000,-100.663649933,-101.594177246
66450000,-100.675285065,-101.625450134
66500000,-100.639264755,-101.675720215
66550000,-100.666837143,-101.720176697
66600000,-100.669265244,-101.683540344
66650000,-100.682223541,-101.684776306
66700000,-100.632815048,-101.659538269
66750000,-100.648727295,-101.637771606
66800000,-100.636593094,-101.71182251
66850000,-100.664978836,-101.735298157
66900000,-100.622590607,-101.674942017
66950000,-100.634693298,-101.72996521
67000000,-100.637010895,-101.632148743
67050000,-100.620737015,-101.687515259
67100000,-100.630046265,-101.611564636
67150000,-100.636030701,-101.679664612
67200000,-100.63580542,-101.697013855
67250000,-100.595972839,-101.674758911
67300000,-100.614103134,-101.654464722
67350000,-100.633955002,-101.688201904
67400000,-100.600351486,-101.692008972
67450000,-100.62078891,-101.718803406
67500000,-100.589670105,-101.663330078
67550000,-100.621700043,-101.630279541
67600000,-100.596330688,-101.604148865
67650000,-100.631977036,-101.654891968
67700000,-100.573263672,-101.66557312
67750000,-100.603783386,-101.633293152
67800000,-100.607530151,-101.651077271
67850000,-100.612351089,-101.555847168
67900000,-100.5985569,-101.681266785
67950000,-100.606862518,-101.624725342
68000000,-100.5999729,-101.665771484
68050000,-100.598922867,-101.722396851
68100000,-100.610682114,-101.600143433
68150000,-100.615634888,-101.647575378
68200000,-100.615136887,-101.641296387
68250000,-100.606335693,-101.703948975
68300000,-100.615678818,-101.619682312
68350000,-100.571050476,-101.676063538
68400000,-100.625609146,-101.575653076
68450000,-100.620323257,-101.634117126
68500000,-100.598809036,-101.697242737
68550000,-100.586896423,-101.691612244
68600000,-100.5902621,-101.602577209
68650000,-100.602944351,-101.642997742
68700000,-100.586781952,-101.565078735
68750000,-100.583423615,-101.667289734
68800000,-100.60608812,-101.654678345
68850000,-100.564927048,-101.602325439
68900000,-100.576442413,-101.742881775
68950000,-100.596579544,-101.612663269
69000000,-100.578197891,-101.584625244
69050000,-100.620095215,-101.611038208
69100000,-100.576914337,-101.65032196
69150000,-100.616133362,-101.56665802
69200000,-100.590827286,-101.688911438
69250000,-100.557852005,-101.632736206
69300000,-100.564126373,-101.667984009
69350000,-100.578828918,-101.622497559
69400000,-100.605996826,-101.607559204
69450000,-100.561488434,-101.597229004
69500000,-100.553278107,-101.597572327
69550000,-100.552508057,-101.627861023
69600000,-100.56192276,-101.612663269
69650000,-100.548144638,-101.581367493
69700000,-100.594358139,-101.538421631
69750000,-100.562061417,-101.57257843
69800000,-100.559794266,-101.546096802
69850000,-100.54590834,-101.618362427
69900000,-100.540508926,-101.672454834
69950000,-100.543849243,-101.589599609
70000000,-100.54714415,-101.598426819
70050000,-100.54636055,-101.609848022
70100000,-100.533702484,-101.57257843
70150000,-100.548064316,-101.553565979
70200000,-100.549314316,-101.587272644
70250000,-100.531888641,-101.600959778
70300000,-100.561083344,-101.527046204
70350000,-100.548458237,-101.536109924
70400000,-100.531862488,-101.598464966
70450000,-100.517827621,-101.600700378
70500000,-100.517640427,-101.577186584
70550000,-100.54841748,-101.542366028
70600000,-100.561020874,-101.635887146
70650000,-100.530960251,-101.576583862
70700000,-100.55636412,-101.555175781
70750000,-100.531130219,-101.623428345
70800000,-100.539710251,-101.575637817
70850000,-100.534313553,-101.537353516
70900000,-100.560402451,-101.59072113
70950000,-100.538218719,-101.617134094
71000000,-100.513325607,-101.581825256
71050000,-100.526289993,-101.620903015
71100000,-100.559115311,-101.627922058
71150000,-100.505918915,-101.571662903
71200000,-100.523736725,-101.522071838
71250000,-100.537900421,-101.516853333
71300000,-100.564312943,-101.602851868
71350000,-100.502853424,-101.571762085
71400000,-100.491044785,-101.645484924
71450000,-100.523117081,-101.578636169
71500000,-100.534436859,-101.50743103
71550000,-100.546007233,-101.539665222
71600000,-100.53742688,-101.539222717
71650000,-100.489742264,-101.632926941
71700000,-100.529982758,-101.59815979
71750000,-100.517353378,-101.557151794
71800000,-100.52936232,-101.577865601
71850000,-100.499932755,-101.458503723
71900000,-100.521132767,-101.622627258
71950000,-100.53083902,-101.595657349
72000000,-100.526533707,-101.58631134
72050000,-100.50940065,-101.648742676
72100000,-100.507849625,-101.5548172
72150000,-100.513954544,-101.594467163
72200000,-100.485192307,-101.557853699
72250000,-100.514320053,-101.555381775
72300000,-100.472637726,-101.585647583
72350000,-100.493251953,-101.545341492
72400000,-100.49533374,-101.559539795
72450000,-100.494571259,-101.584259033
72500000,-100.469115509,-101.616760254
72550000,-100.491340408,-101.568702698
72600000,-100.518341156,-101.595626831
72650000,-100.450634262,-101.550865173
72700000,-100.473251755,-101.522033691
72750000,-100.45298204,-101.505622864
72800000,-100.452988388,-101.602935791
72850000,-100.478847122,-101.564147949
72900000,-100.493145035,-101.496734619
72950000,-100.48654303,-101.488876343
73000000,-100.471705154,-101.586639404
73050000,-100.507235275,-101.544952393
73100000,-100.497496048,-101.567214966
73150000,-100.441794922,-101.584609985
73200000,-100.433272507,-101.50213623
73250000,-100.457333191,-101.554046631
73300000,-100.46003949,-101.615447998
73350000,-100.475797348,-101.542121887
73400000,-100.477092529,-101.435409546
73450000,-100.447417023,-101.445838928
73500000,-100.466502487,-101.542350769
73550000,-100.468438141,-101.519439697
73600000,-100.425133026,-101.508972168
73650000,-100.453662369,-101.535392761
73700000,-100.484617767,-101.568565369
73750000,-100.449084656,-101.59311676
73800000,-100.488841919,-101.549713135
73850000,-100.465724518,-101.585823059
73900000,-100.47987262,-101.446647644
73950000,-100.471058105,-101.443626404
74000000,-100.450256958,-101.546989441
74050000,-100.466193314,-101.543014526
74100000,-100.474540054,-101.501564026
74150000,-100.439523132,-101.571090698
74200000,-100.435131271,-101.478538513
74250000,-100.42599173,-101.530540466
74300000,-100.51199614,-101.50062561
74350000,-100.442842331,-101.540924072
74400000,-100.444597244,-101.473182678
74450000,-100.449514175,-101.511672974
74500000,-100.473681519,-101.56211853
74550000,-100.460349838,-101.491775513
74600000,-100.469094254,-101.498588562
74650000,-100.42134259,-101.486915588
74700000,-100.456408401,-101.518089294
74750000,-100.401687134,-101.509040833
74800000,-100.452046768,-101.493934631
74850000,-100.451674683,-101.470001221
74900000,-100.425037704,-101.506782532
74950000,-100.447173691,-101.50843811
75000000,-100.418600372,-101.479049683
75050000,-100.424083435,-101.566810608
75100000,-100.449079391,-101.425949097
75150000,-100.418235229,-101.442840576
75200000,-100.432310944,-101.535934448
75250000,-100.408879471,-101.542388916
75300000,-100.440652069,-101.499633789
75350000,-100.436170013,-101.510971069
75400000,-100.427658813,-101.408561707
75450000,-100.426001099,-101.606536865
75500000,-100.430696289,-101.428535461
75550000,-100.417426544,-101.54699707
75600000,-100.428558945,-101.490768433
75650000,-100.442669785,-101.41897583
75700000,-100.409201889,-101.510978699
75750000,-100.426547363,-101.498260498
75800000,-100.389149063,-101.500190735
75850000,-100.369533081,-101.485099792
75900000,-100.397571426,-101.56262207
75950000,-100.449580185,-101.486923218
76000000,-100.43866301,-101.502990723
76050000,-100.405186951,-101.446975708
76100000,-100.40336351,-101.521537781
76150000,-100.413427643,-101.50567627
76200000,-100.384082626,-101.415603638
76250000,-100.386085251,-101.49848938
76300000,-100.422557343,-101.458824158
76350000,-100.397665665,-101.438034058
76400000,-100.43698056,-101.483032227
76450000,-100.396897293,-101.453163147
76500000,-100.396044235,-101.439651489
76550000,-100.359490494,-101.480934143
76600000,-100.396388077,-101.46157074
76650000,-100.406473175,-101.532325745
76700000,-100.34934816,-101.436325073
76750000,-100.400543213,-101.502586365
76800000,-100.388300781,-101.475311279
76850000,-100.410083359,-101.483421326
76900000,-100.383368149,-101.453887939
76950000,-100.398221741,-101.509513855
77000000,-100.415735275,-101.497398376
77050000,-100.386920715,-101.435546875
77100000,-100.39773259,-101.459411621
77150000,-100.359228943,-101.475738525
77200000,-100.372409515,-101.378189087
77250000,-100.362472031,-101.496032715
77300000,-100.430785202,-101.417366028
77350000,-100.389986664,-101.440315247
77400000,-100.384101089,-101.535140991
77450000,-100.393163452,-101.451438904
77500000,-100.354621582,-101.444915771
77550000,-100.394649384,-101.484527588
77600000,-100.366537949,-101.487266541
77650000,-100.337009125,-101.390029907
77700000,-100.378767014,-101.524688721
