num_samples,L
7000000,-113.510356781,-113.795303345
7050000,-113.454300903,-113.748023987
7100000,-113.38274942,-113.688827515
7150000,-113.358784805,-113.616622925
7200000,-113.338718933,-113.6043396
7250000,-113.280463974,-113.552612305
7300000,-113.257437866,-113.586212158
7350000,-113.197266174,-113.401000977
7400000,-113.131061081,-113.413963318
7450000,-113.068274948,-113.373626709
7500000,-113.025027573,-113.385414124
7550000,-112.986836548,-113.30783844
7600000,-112.960141495,-113.231498718
7650000,-112.920888382,-113.205802917
7700000,-112.8491633,-113.133277893
7750000,-112.835508728,-113.172149658
7800000,-112.778109604,-113.086372375
7850000,-112.739276138,-113.054801941
7900000,-112.679787308,-113.076751709
7950000,-112.661132889,-112.965026855
8000000,-112.612140976,-112.969024658
8050000,-112.565924988,-112.91835022
8100000,-112.536094711,-112.843078613
8150000,-112.468563126,-112.80039978
8200000,-112.478878128,-112.794525146
8250000,-112.391416779,-112.747146606
8300000,-112.351550491,-112.701896667
8350000,-112.322921387,-112.7317276
8400000,-112.298485992,-112.64906311
8450000,-112.255551453,-112.595825195
8500000,-112.221946655,-112.567222595
8550000,-112.183541412,-112.550422668
8600000,-112.143132721,-112.533950806
8650000,-112.106296036,-112.487983704
8700000,-112.073294586,-112.47190094
8750000,-112.058154266,-112.434051514
8800000,-112.013766556,-112.425735474
8850000,-111.976074951,-112.335647583
8900000,-111.924311691,-112.291976929
8950000,-111.892037704,-112.344787598
9000000,-111.870108505,-112.276237488
9050000,-111.822999146,-112.247627258
9100000,-111.788955109,-112.211975098
9150000,-111.776289352,-112.121513367
9200000,-111.728885117,-112.132499695
9250000,-111.690101089,-112.030975342
9300000,-111.674209534,-111.998001099
9350000,-111.621699753,-112.066574097
9400000,-111.601446091,-112.019638062
9450000,-111.587067047,-111.994659424
9500000,-111.515419586,-111.960876465
9550000,-111.491093201,-111.910774231
9600000,-111.469523712,-111.877601624
9650000,-111.435088715,-111.832351685
9700000,-111.410940842,-111.809150696
9750000,-111.376835663,-111.755599976
9800000,-111.355984879,-111.758125305
9850000,-111.311183075,-111.806488037
9900000,-111.296495773,-111.721450806
9950000,-111.258253418,-111.707527161
10000000,-111.214544922,-111.629249573
10050000,-111.210814575,-111.601699829
10100000,-111.173761337,-111.606674194
10150000,-111.149550217,-111.614128113
10200000,-111.115230026,-111.575424194
10250000,-111.084142624,-111.533424377
10300000,-111.0563284,-111.518463135
10350000,-111.036873032,-111.532936096
10400000,-111.02796376,-111.436973572
10450000,-110.982375153,-111.420265198
10500000,-110.940468933,-111.454460144
10550000,-110.946231979,-111.402961731
10600000,-110.901548615,-111.329627991
10650000,-110.892944641,-111.330848694
10700000,-110.854783142,-111.304771423
10750000,-110.865156509,-111.202453613
10800000,-110.797812332,-111.260040283
10850000,-110.772220016,-111.278335571
10900000,-110.754665329,-111.175559998
10950000,-110.733904663,-111.230621338
11000000,-110.692051819,-111.095161438
11050000,-110.668610046,-111.175071716
11100000,-110.648052414,-111.175239563
11150000,-110.639747284,-111.111602783
11200000,-110.585592743,-111.165626526
11250000,-110.576068283,-111.065101624
11300000,-110.554246216,-111.032150269
11350000,-110.539069672,-111.036125183
11400000,-110.517193008,-110.944999695
11450000,-110.484256973,-111.007102966
11500000,-110.459180832,-110.951950073
11550000,-110.422641388,-110.928359985
11600000,-110.438492966,-110.960647583
11650000,-110.382812042,-110.906150818
11700000,-110.346857346,-110.859672546
11750000,-110.330461075,-110.854072571
11800000,-110.302931335,-110.913078308
11850000,-110.296809708,-110.806838989
11900000,-110.264820587,-110.826477051
11950000,-110.228256271,-110.775009155
12000000,-110.249606979,-110.707702637
12050000,-110.217259232,-110.720977783
12100000,-110.192355881,-110.685798645
12150000,-110.160997879,-110.740776062
12200000,-110.159740036,-110.697914124
12250000,-110.136615143,-110.665863037
12300000,-110.11652533,-110.621490479
12350000,-110.070142853,-110.682266235
12400000,-110.04237793,-110.582450867
12450000,-110.033969162,-110.589202881
12500000,-110.021140747,-110.55934906
12550000,-109.996499557,-110.551452637
12600000,-109.958008041,-110.612350464
12650000,-109.974193893,-110.444313049
12700000,-109.952222107,-110.493774414
12750000,-109.889355087,-110.468574524
12800000,-109.894898834,-110.540000916
12850000,-109.892985657,-110.392326355
12900000,-109.875713196,-110.391349792
12950000,-109.842356781,-110.437446594
13000000,-109.8250103,-110.351074219
13050000,-109.774264725,-110.418678284
13100000,-109.803815125,-110.333511353
13150000,-109.784121185,-110.391914368
13200000,-109.718349976,-110.31047821
13250000,-109.725121414,-110.355003357
13300000,-109.725528107,-110.316558838
13350000,-109.685279251,-110.23664856
13400000,-109.657007553,-110.206848145
13450000,-109.624016693,-110.152374268
13500000,-109.623187256,-110.227096558
13550000,-109.63379184,-110.208824158
13600000,-109.615653732,-110.14012146
13650000,-109.596100418,-110.184799194
13700000,-109.572940247,-110.111503601
13750000,-109.542317139,-110.052474976
13800000,-109.531036407,-110.146102905
13850000,-109.512583374,-110.053215027
13900000,-109.483822342,-110.096084595
13950000,-109.460524628,-110.066375732
14000000,-109.464183868,-110.095924377
14050000,-109.438229446,-110.005203247
14100000,-109.426542831,-110.042625427
14150000,-109.428684952,-110.073074341
14200000,-109.375035889,-110.009910583
14250000,-109.374040878,-109.995178223
14300000,-109.357813843,-110.019927979
14350000,-109.351864578,-109.989013672
14400000,-109.33131102,-109.996940613
14450000,-109.282435516,-109.900672913
14500000,-109.28714296,-109.945846558
14550000,-109.285312393,-109.919036865
14600000,-109.247785873,-109.842834473
14650000,-109.269122696,-109.876121521
14700000,-109.233323807,-109.900253296
14750000,-109.203053085,-109.860099792
14800000,-109.201485916,-109.871200562
14850000,-109.166462036,-109.910575867
14900000,-109.160919815,-109.832626343
14950000,-109.159392807,-109.759872437
15000000,-109.154022125,-109.811927795
15050000,-109.117703156,-109.781425476
15100000,-109.128738968,-109.734413147
15150000,-109.09210376,-109.786659241
15200000,-109.069258804,-109.709373474
15250000,-109.073739151,-109.692489624
15300000,-109.050032333,-109.651649475
15350000,-109.037805847,-109.694625854
15400000,-109.011524689,-109.603027344
15450000,-108.991685242,-109.626876831
15500000,-108.999724991,-109.638336182
15550000,-108.999203857,-109.652290344
15600000,-108.945129883,-109.618225098
15650000,-108.944315033,-109.654350281
15700000,-108.92261116,-109.640800476
15750000,-108.920945282,-109.568153381
15800000,-108.923402863,-109.649299622
15850000,-108.877123322,-109.530052185
15900000,-108.851484421,-109.589935303
15950000,-108.844793854,-109.525901794
16000000,-108.845464645,-109.519546509
16050000,-108.806404022,-109.568649292
16100000,-108.820385529,-109.469787598
16150000,-108.798753235,-109.498573303
16200000,-108.795604538,-109.478424072
16250000,-108.764423294,-109.457527161
16300000,-108.781883636,-109.475799561
16350000,-108.733288818,-109.475662231
16400000,-108.735959259,-109.410461426
16450000,-108.736985565,-109.52596283
16500000,-108.7175681,-109.404510498
16550000,-108.688329712,-109.326515198
16600000,-108.710921631,-109.373413086
16650000,-108.686327408,-109.344490051
16700000,-108.643696579,-109.368728638
16750000,-108.619448853,-109.388389587
16800000,-108.613316177,-109.36264801
16850000,-108.594809494,-109.351997375
16900000,-108.579420273,-109.303977966
16950000,-108.594635071,-109.317253113
17000000,-108.584637115,-109.238975525
17050000,-108.558644012,-109.290000916
17100000,-108.570439697,-109.270172119
17150000,-108.540133759,-109.232597351
17200000,-108.503071533,-109.250022888
17250000,-108.524440796,-109.224723816
17300000,-108.514475128,-109.233627319
17350000,-108.48592749,-109.185028076
17400000,-108.491162918,-109.219177246
17450000,-108.458574707,-109.192375183
17500000,-108.433675797,-109.214950562
17550000,-108.439021255,-109.236061096
17600000,-108.418283386,-109.165802002
17650000,-108.434099838,-109.133277893
17700000,-108.398497147,-109.167526245
17750000,-108.408065063,-109.205924988
17800000,-108.384268402,-109.153152466
17850000,-108.372258743,-109.173072815
17900000,-108.354799438,-109.098190308
17950000,-108.347120743,-109.122703552
18000000,-108.323635666,-109.072784424
18050000,-108.298754623,-109.044700623
18100000,-108.313733063,-109.082672119
18150000,-108.309071259,-109.094551086
18200000,-108.29833316,-109.064300537
18250000,-108.27606192,-109.03477478
18300000,-108.2955737,-109.072525024
18350000,-108.253636444,-108.981063843
18400000,-108.257813202,-108.997024536
18450000,-108.253719284,-109.033363342
18500000,-108.244182693,-108.978340149
18550000,-108.22272908,-108.974227905
18600000,-108.194460098,-108.929450989
18650000,-108.209845306,-108.924453735
18700000,-108.184709198,-108.935722351
18750000,-108.196597763,-108.978462219
18800000,-108.142211807,-109.017196655
18850000,-108.139207932,-108.949249268
18900000,-108.15793399,-108.900413513
18950000,-108.131200928,-108.987464905
19000000,-108.114348221,-108.941749573
19050000,-108.10502034,-108.912124634
19100000,-108.124046356,-108.949172974
19150000,-108.101543961,-108.866325378
19200000,-108.078593628,-108.880126953
19250000,-108.074819901,-108.857177734
19300000,-108.044028625,-108.835952759
19350000,-108.040083908,-108.884674072
19400000,-108.030323837,-108.845664978
19450000,-108.039146378,-108.770172119
19500000,-108.015538208,-108.866638184
19550000,-107.997552414,-108.788536072
19600000,-107.999612457,-108.780502319
19650000,-107.970700928,-108.781616211
19700000,-107.985523529,-108.74130249
19750000,-107.963321548,-108.850952148
19800000,-107.954377014,-108.701538086
19850000,-107.934929123,-108.78074646
19900000,-107.944658371,-108.747962952
19950000,-107.927748917,-108.741798401
20000000,-107.92682312,-108.727203369
20050000,-107.895250351,-108.738502502
20100000,-107.878491714,-108.738700867
20150000,-107.906496521,-108.715309143
20200000,-107.899871796,-108.663352966
20250000,-107.881909439,-108.718139648
20300000,-107.863799774,-108.691108704
20350000,-107.842691879,-108.718475342
20400000,-107.825313873,-108.658752441
20450000,-107.827027542,-108.649200439
20500000,-107.852940536,-108.650062561
20550000,-107.809619354,-108.596702576
20600000,-107.795938492,-108.64969635
20650000,-107.786148041,-108.652839661
20700000,-107.796161392,-108.624725342
20750000,-107.786069138,-108.651000977
20800000,-107.763681091,-108.632751465
20850000,-107.754864685,-108.578125
20900000,-107.747283096,-108.592788696
20950000,-107.728451553,-108.549873352
21000000,-107.727234283,-108.579559326
21050000,-107.713981308,-108.576324463
21100000,-107.697183487,-108.540626526
21150000,-107.690965179,-108.59929657
21200000,-107.684662415,-108.52545166
21250000,-107.677301575,-108.510002136
21300000,-107.648813416,-108.493476868
21350000,-107.655516968,-108.54675293
21400000,-107.645566559,-108.483551025
21450000,-107.635151611,-108.55342865
21500000,-107.630001358,-108.492874146
21550000,-107.618861191,-108.520103455
21600000,-107.631558731,-108.476974487
21650000,-107.615662094,-108.47403717
21700000,-107.601798233,-108.494377136
21750000,-107.592124908,-108.498275757
21800000,-107.582170898,-108.504074097
21850000,-107.541371094,-108.490272522
21900000,-107.579095032,-108.430374146
21950000,-107.539685364,-108.401626587
22000000,-107.553584351,-108.500900269
22050000,-107.549267471,-108.488449097
22100000,-107.534195145,-108.379974365
22150000,-107.521180115,-108.426773071
22200000,-107.528293625,-108.413589478
22250000,-107.521639664,-108.335266113
22300000,-107.490759064,-108.407203674
22350000,-107.494375381,-108.453048706
22400000,-107.473443558,-108.38368988
22450000,-107.484860413,-108.380699158
22500000,-107.450279266,-108.387321472
22550000,-107.46372081,-108.372650146
22600000,-107.45594664,-108.314697266
22650000,-107.423636658,-108.379928589
22700000,-107.449376923,-108.278366089
22750000,-107.416275238,-108.340522766
22800000,-107.423770401,-108.315048218
22850000,-107.389672333,-108.318664551
22900000,-107.386462341,-108.247451782
22950000,-107.390963074,-108.330299377
23000000,-107.402703629,-108.231422424
23050000,-107.372113205,-108.291488647
23100000,-107.350069305,-108.277084351
23150000,-107.37632634,-108.299575806
23200000,-107.380553619,-108.260299683
23250000,-107.31819278,-108.307884216
23300000,-107.332162903,-108.216278076
23350000,-107.311964447,-108.215713501
23400000,-107.312113297,-108.186523438
23450000,-107.310573395,-108.212547302
23500000,-107.308998032,-108.265274048
23550000,-107.268009644,-108.237159729
23600000,-107.286311691,-108.190299988
23650000,-107.279338181,-108.169212341
23700000,-107.264265106,-108.264099121
23750000,-107.275366669,-108.134773254
23800000,-107.235825287,-108.248748779
23850000,-107.253871033,-108.17389679
23900000,-107.230599777,-108.210014343
23950000,-107.242660385,-108.196624756
24000000,-107.23582222,-108.14655304
24050000,-107.233772614,-108.092521667
24100000,-107.213752228,-108.175636292
24150000,-107.194671417,-108.14150238
24200000,-107.19717215,-108.151878357
24250000,-107.167349075,-108.130821228
24300000,-107.206752762,-108.140724182
24350000,-107.18080899,-108.095924377
24400000,-107.161450729,-108.13054657
24450000,-107.159137115,-108.082748413
24500000,-107.149686356,-108.077796936
24550000,-107.138196411,-108.077262878
24600000,-107.151799408,-108.077224731
24650000,-107.101806961,-108.183547974
24700000,-107.123221649,-108.098396301
24750000,-107.115225616,-108.098526001
24800000,-107.120392853,-108.080924988
24850000,-107.099315842,-108.041099548
24900000,-107.083772095,-108.058586121
24950000,-107.084277756,-108.097747803
25000000,-107.083016724,-108.014450073
25050000,-107.070318359,-108.046875
25100000,-107.045936569,-107.996871948
25150000,-107.043593063,-108.145927429
25200000,-107.036348038,-108.073051453
25250000,-107.015200653,-108.058952332
25300000,-107.057242569,-108.00087738
25350000,-107.04563295,-108.003173828
25400000,-107.026153229,-108.005073547
25450000,-107.034035034,-107.965423584
25500000,-106.998169846,-108.007598877
25550000,-107.020519989,-107.903648376
25600000,-106.9888965,-108.010772705
25650000,-106.999384125,-107.99193573
25700000,-106.989219116,-107.993034363
25750000,-106.981769119,-108.03099823
25800000,-106.988002548,-108.024528503
25850000,-106.974632919,-107.974525452
25900000,-106.943641617,-107.879676819
25950000,-106.960118103,-107.972976685
26000000,-106.949064224,-107.925003052
26050000,-106.933409576,-107.931427002
26100000,-106.931875763,-107.857948303
26150000,-106.911230194,-107.899726868
26200000,-106.902628174,-107.939346313
26250000,-106.903178955,-107.901771545
26300000,-106.902259308,-107.960571289
26350000,-106.883712753,-107.903648376
26400000,-106.880072952,-107.860549927
26450000,-106.917322205,-107.853935242
26500000,-106.889435516,-107.895225525
26550000,-106.857499954,-107.858665466
26600000,-106.890535858,-107.884986877
26650000,-106.875117203,-107.898788452
26700000,-106.866009567,-107.869163513
26750000,-106.836432465,-107.843650818
26800000,-106.857764893,-107.813240051
26850000,-106.831164459,-107.830871582
26900000,-106.811186005,-107.831138611
26950000,-106.813397675,-107.825302124
27000000,-106.796821442,-107.860099792
27050000,-106.788687271,-107.784934998
27100000,-106.779281616,-107.847625732
27150000,-106.79284697,-107.806999207
27200000,-106.816148178,-107.798774719
27250000,-106.787647171,-107.764648438
27300000,-106.776117615,-107.774124146
27350000,-106.762371613,-107.845649719
27400000,-106.741438843,-107.804359436
27450000,-106.742494583,-107.799537659
27500000,-106.752561127,-107.761299133
27550000,-106.739749069,-107.837615967
27600000,-106.728974274,-107.769851685
27650000,-106.719470169,-107.792198181
27700000,-106.734942841,-107.757423401
27750000,-106.715796707,-107.691871643
27800000,-106.712774582,-107.750434875
27850000,-106.721862457,-107.714477539
27900000,-106.711912872,-107.776077271
27950000,-106.679968994,-107.73500061
28000000,-106.676532501,-107.750900269
28050000,-106.69632579,-107.689201355
28100000,-106.670115128,-107.717285156
28150000,-106.668355392,-107.760299683
28200000,-106.634807663,-107.668800354
28250000,-106.654238281,-107.711326599
28300000,-106.661335663,-107.67943573
28350000,-106.655208176,-107.716362
28400000,-106.655046204,-107.709960938
28450000,-106.648846909,-107.694076538
28500000,-106.627506622,-107.619102478
28550000,-106.60420517,-107.687187195
28600000,-106.608135452,-107.648147583
28650000,-106.598516663,-107.712547302
28700000,-106.584932236,-107.658874512
28750000,-106.641557251,-107.605751038
28800000,-106.588459442,-107.615615845
28850000,-106.571628571,-107.664077759
28900000,-106.559600372,-107.684249878
28950000,-106.567947906,-107.591461182
29000000,-106.548521484,-107.657600403
29050000,-106.542702942,-107.694328308
29100000,-106.540671036,-107.644615173
29150000,-106.546440704,-107.676200867
29200000,-106.551614563,-107.639259338
29250000,-106.541448288,-107.672210693
29300000,-106.499860321,-107.67363739
29350000,-106.52015358,-107.670875549
29400000,-106.519248276,-107.629051208
29450000,-106.518254272,-107.555358887
29500000,-106.527002762,-107.573371887
29550000,-106.507234253,-107.561935425
29600000,-106.5184879,-107.609199524
29650000,-106.489418091,-107.544265747
29700000,-106.491981705,-107.551750183
29750000,-106.4920065,-107.592102051
29800000,-106.484455841,-107.592071533
29850000,-106.481379944,-107.581985474
29900000,-106.46038028,-107.507446289
29950000,-106.460384659,-107.552726746
30000000,-106.453105606,-107.543525696
30050000,-106.430361389,-107.552108765
30100000,-106.414538223,-107.546340942
30150000,-106.439680389,-107.544021606
30200000,-106.413856598,-107.526252747
30250000,-106.42033519,-107.492935181
30300000,-106.416318237,-107.555023193
30350000,-106.409008728,-107.479248047
30400000,-106.444545227,-107.535301208
30450000,-106.426811615,-107.540237427
30500000,-106.392740021,-107.549049377
30550000,-106.381228531,-107.508338928
30600000,-106.406499847,-107.526664734
30650000,-106.367841019,-107.443237305
30700000,-106.378446899,-107.463600159
30750000,-106.362955414,-107.464424133
30800000,-106.384990402,-107.496650696
30850000,-106.336012894,-107.501777649
30900000,-106.369526169,-107.472061157
30950000,-106.38468782,-107.465446472
31000000,-106.345117981,-107.470947266
31050000,-106.325527908,-107.425384521
31100000,-106.305142151,-107.449249268
31150000,-106.31043158,-107.429412842
31200000,-106.318719788,-107.390151978
31250000,-106.331065353,-107.418327332
31300000,-106.301210663,-107.449424744
31350000,-106.311378662,-107.42755127
31400000,-106.297643921,-107.450401306
31450000,-106.295325745,-107.436134338
31500000,-106.296607269,-107.448135376
31550000,-106.267820587,-107.430450439
31600000,-106.288056717,-107.513198853
31650000,-106.268374481,-107.406387329
31700000,-106.272726044,-107.44317627
31750000,-106.258479462,-107.35949707
31800000,-106.267337463,-107.402297974
31850000,-106.235047379,-107.354522705
31900000,-106.262817368,-107.3852005
31950000,-106.236957474,-107.437561035
32000000,-106.234548645,-107.405921936
32050000,-106.214203949,-107.418647766
32100000,-106.22498645,-107.331939697
32150000,-106.233362534,-107.328147888
32200000,-106.221852539,-107.390472412
32250000,-106.220950668,-107.411453247
32300000,-106.196992477,-107.363548279
32350000,-106.195612198,-107.34161377
32400000,-106.203693176,-107.373428345
32450000,-106.195617996,-107.356147766
32500000,-106.18429335,-107.33164978
32550000,-106.19199292,-107.30242157
32600000,-106.163706924,-107.339859009
32650000,-106.168834869,-107.333648682
32700000,-106.176710938,-107.276062012
32750000,-106.157873642,-107.373046875
32800000,-106.144097122,-107.370826721
32850000,-106.184067856,-107.330253601
32900000,-106.145952423,-107.300102234
32950000,-106.152185944,-107.386039734
33000000,-106.144097961,-107.339271545
33050000,-106.136515472,-107.2914505
33100000,-106.131810318,-107.310676575
33150000,-106.122706223,-107.31577301
33200000,-106.139410843,-107.299278259
33250000,-106.129170746,-107.250671387
33300000,-106.115606766,-107.222961426
33350000,-106.110075699,-107.286399841
33400000,-106.100167633,-107.251647949
33450000,-106.084463867,-107.306976318
33500000,-106.083385925,-107.231300354
33550000,-106.081081741,-107.246299744
33600000,-106.06256572,-107.276550293
33650000,-106.087674072,-107.262199402
33700000,-106.094095062,-107.281600952
33750000,-106.067040146,-107.273323059
33800000,-106.069670593,-107.29119873
33850000,-106.064634995,-107.261199951
33900000,-106.045031189,-107.198051453
33950000,-106.033459717,-107.252578735
34000000,-106.052102875,-107.261146545
34050000,-106.033060471,-107.300674438
34100000,-106.021026123,-107.217697144
34150000,-106.004442535,-107.290100098
34200000,-106.013449753,-107.279296875
34250000,-106.032922379,-107.250846863
34300000,-106.027970428,-107.162971497
34350000,-106.010900925,-107.211021423
34400000,-105.981052689,-107.22505188
34450000,-105.990656525,-107.216934204
34500000,-105.996012268,-107.247512817
34550000,-105.988362793,-107.163238525
34600000,-106.005408508,-107.240135193
34650000,-105.97194519,-107.181816101
34700000,-105.977517868,-107.17742157
34750000,-105.969019623,-107.206535339
34800000,-105.981293381,-107.178009033
34850000,-105.965039978,-107.162788391
34900000,-105.962456924,-107.155799866
34950000,-105.954028305,-107.17150116
35000000,-105.925177811,-107.137802124
35050000,-105.948832016,-107.16242218
35100000,-105.933578949,-107.197891235
35150000,-105.918534561,-107.162002563
35200000,-105.940280777,-107.175552368
35250000,-105.918831192,-107.135528564
35300000,-105.9269729,-107.120925903
35350000,-105.91819873,-107.213027954
35400000,-105.914030624,-107.18775177
35450000,-105.897215851,-107.133285522
35500000,-105.881011032,-107.123474121
35550000,-105.914563751,-107.109161377
35600000,-105.879179565,-107.160621643
35650000,-105.89255162,-107.103561401
35700000,-105.893248566,-107.098999023
35750000,-105.905937759,-107.107498169
35800000,-105.877909439,-107.137702942
35850000,-105.869703888,-107.113761902
35900000,-105.849035263,-107.036224365
35950000,-105.867489136,-107.120101929
36000000,-105.863476624,-107.07019043
36050000,-105.867206772,-107.0652771
36100000,-105.882476196,-107.049873352
36150000,-105.85299173,-107.100646973
36200000,-105.825940369,-107.124275208
36250000,-105.844258743,-107.056427002
36300000,-105.83015834,-107.063423157
36350000,-105.83600679,-107.089172363
36400000,-105.833321198,-107.039527893
36450000,-105.819119644,-107.116096497
36500000,-105.810596146,-107.089546204
36550000,-105.803124222,-107.084503174
36600000,-105.83028624,-107.084152222
36650000,-105.784525482,-107.012077332
36700000,-105.80124939,-107.011901855
36750000,-105.79509935,-107.053123474
36800000,-105.818065506,-107.064239502
36850000,-105.792848328,-107.01902771
36900000,-105.777639755,-107.018287659
36950000,-105.793890793,-107.010108948
37000000,-105.756737671,-107.0522995
37050000,-105.782797501,-106.987998962
37100000,-105.761587708,-107.108673096
37150000,-105.78055986,-107.041625977
37200000,-105.777652069,-106.973014832
37250000,-105.770977478,-106.987075806
37300000,-105.755309601,-106.990974426
37350000,-105.769477951,-107.040939331
37400000,-105.766901169,-107.011566162
37450000,-105.747880646,-106.991897583
37500000,-105.722255936,-107.023628235
37550000,-105.736260712,-106.912971497
37600000,-105.736201324,-106.919898987
37650000,-105.700133041,-106.979827881
37700000,-105.720626419,-107.017196655
37750000,-105.72616507,-106.98764801
37800000,-105.718829758,-107.043373108
37850000,-105.694191742,-107.071998596
37900000,-105.70719754,-107.032852173
37950000,-105.693690598,-106.978813171
38000000,-105.690173721,-107.011283875
38050000,-105.682666321,-107.051376343
38100000,-105.678810196,-106.917427063
38150000,-105.657339279,-106.957748413
38200000,-105.678031952,-106.940597534
38250000,-105.652583405,-106.955924988
38300000,-105.664907822,-106.910140991
38350000,-105.67379039,-106.9479599
38400000,-105.658428024,-106.951477051
38450000,-105.677762329,-106.944778442
38500000,-105.659157059,-106.905426025
38550000,-105.655708679,-106.951026917
38600000,-105.639186569,-106.8960495
38650000,-105.646239487,-106.939414978
38700000,-105.642554092,-106.943939209
38750000,-105.60490741,-106.94568634
38800000,-105.638529373,-106.92175293
38850000,-105.606060791,-106.972114563
38900000,-105.618845123,-106.882301331
