num_samples,L
38950000,-105.616645233,-106.978302002
39000000,-105.620346191,-106.910896301
39050000,-105.592560089,-106.876861572
39100000,-105.627871979,-106.900978088
39150000,-105.599934921,-106.999862671
39200000,-105.6090327,-106.957885742
39250000,-105.586815277,-106.88192749
39300000,-105.569473755,-106.916824341
39350000,-105.601882141,-106.916687012
39400000,-105.588242798,-106.84337616
39450000,-105.603264801,-106.901687622
39500000,-105.574974533,-106.911697388
39550000,-105.582666718,-106.871627808
39600000,-105.571771545,-106.899246216
39650000,-105.53390332,-106.884025574
39700000,-105.536597214,-106.864601135
39750000,-105.545484711,-106.85269928
39800000,-105.572302734,-106.880073547
39850000,-105.55862149,-106.829078674
39900000,-105.518908478,-106.857772827
39950000,-105.532782333,-106.852775574
40000000,-105.55340477,-106.803703308
40050000,-105.541769485,-106.809913635
40100000,-105.528972687,-106.780776978
40150000,-105.522385864,-106.833053589
40200000,-105.537908539,-106.809623718
40250000,-105.511783783,-106.806427002
40300000,-105.505288986,-106.805099487
40350000,-105.504545639,-106.860824585
40400000,-105.511018753,-106.849639893
40450000,-105.50998587,-106.870277405
40500000,-105.502541092,-106.840309143
40550000,-105.484398499,-106.80695343
40600000,-105.490045807,-106.824752808
40650000,-105.479816345,-106.784309387
40700000,-105.477049576,-106.772773743
40750000,-105.474143509,-106.834953308
40800000,-105.462424866,-106.781326294
40850000,-105.472330093,-106.799247742
40900000,-105.48438179,-106.896652222
40950000,-105.46285675,-106.858650208
41000000,-105.470316925,-106.761901855
41050000,-105.463165848,-106.836090088
41100000,-105.444847412,-106.783737183
41150000,-105.455333984,-106.787437439
41200000,-105.448978882,-106.836837769
41250000,-105.449981949,-106.812225342
41300000,-105.435270203,-106.857727051
41350000,-105.437568832,-106.838096619
41400000,-105.420766434,-106.778327942
41450000,-105.441002579,-106.774024963
41500000,-105.417932434,-106.783973694
41550000,-105.41582666,-106.75188446
41600000,-105.41132576,-106.719047546
41650000,-105.387429153,-106.779838562
41700000,-105.384366348,-106.701187134
41750000,-105.388856155,-106.773536682
41800000,-105.395080048,-106.727035522
41850000,-105.414829758,-106.771873474
41900000,-105.383387177,-106.742553711
41950000,-105.409253143,-106.707046509
42000000,-105.370596329,-106.779350281
42050000,-105.388121964,-106.794624329
42100000,-105.381934753,-106.75982666
42150000,-105.366386002,-106.734939575
42200000,-105.382512695,-106.727226257
42250000,-105.398230347,-106.728965759
42300000,-105.367984055,-106.713821411
42350000,-105.375947937,-106.74357605
42400000,-105.388585495,-106.742523193
42450000,-105.379888077,-106.716125488
42500000,-105.371499283,-106.746109009
42550000,-105.333124435,-106.670425415
42600000,-105.337230331,-106.677322388
42650000,-105.340995499,-106.705223083
42700000,-105.342940033,-106.773200989
42750000,-105.3598936,-106.669578552
42800000,-105.334710648,-106.60736084
42850000,-105.332996063,-106.691925049
42900000,-105.321165268,-106.670227051
42950000,-105.333427094,-106.67099762
43000000,-105.312560837,-106.635299683
43050000,-105.32199678,-106.748008728
43100000,-105.298704803,-106.753601074
43150000,-105.295453049,-106.727737427
43200000,-105.312602417,-106.722747803
43250000,-105.305757339,-106.668151855
43300000,-105.304519073,-106.688598633
43350000,-105.288271225,-106.722747803
43400000,-105.28823143,-106.653450012
43450000,-105.282073853,-106.645797729
43500000,-105.285202881,-106.670783997
43550000,-105.273197571,-106.670196533
43600000,-105.290434219,-106.675514221
43650000,-105.27602562,-106.673324585
43700000,-105.275142654,-106.638801575
43750000,-105.26109021,-106.639984131
43800000,-105.272812241,-106.649475098
43850000,-105.24612764,-106.685409546
43900000,-105.261425537,-106.637199402
43950000,-105.253241516,-106.715126038
44000000,-105.258224594,-106.659828186
44050000,-105.241706985,-106.641822815
44100000,-105.237767456,-106.597190857
44150000,-105.230619904,-106.618400574
44200000,-105.230750519,-106.613510132
44250000,-105.247117844,-106.649940491
44300000,-105.225914108,-106.621765137
44350000,-105.220660492,-106.623703003
44400000,-105.255008652,-106.748428345
44450000,-105.217119202,-106.592628479
44500000,-105.205301971,-106.643409729
44550000,-105.223112091,-106.605201721
44600000,-105.209914734,-106.639663696
44650000,-105.205695892,-106.589477539
44700000,-105.230538239,-106.628074646
44750000,-105.216566879,-106.570861816
44800000,-105.20547374,-106.6590271
44850000,-105.204119247,-106.587112427
44900000,-105.206098099,-106.626846313
44950000,-105.184091324,-106.630401611
45000000,-105.168812271,-106.636077881
45050000,-105.185374237,-106.636100769
45100000,-105.178457291,-106.572891235
45150000,-105.209555511,-106.604759216
45200000,-105.156572739,-106.632553101
45250000,-105.187439163,-106.591514587
45300000,-105.160865845,-106.596038818
45350000,-105.183200821,-106.57006073
45400000,-105.185950012,-106.582901001
45450000,-105.166852341,-106.606109619
45500000,-105.143318268,-106.590713501
45550000,-105.136228989,-106.659385681
45600000,-105.147079315,-106.600891113
45650000,-105.13510672,-106.604164124
45700000,-105.150600494,-106.59929657
45750000,-105.131714615,-106.53175354
45800000,-105.132395248,-106.620788574
45850000,-105.137417389,-106.572311401
45900000,-105.121454285,-106.514625549
45950000,-105.130525162,-106.498977661
46000000,-105.127207642,-106.560562134
46050000,-105.129845718,-106.545387268
46100000,-105.095745758,-106.534416199
46150000,-105.106419815,-106.543998718
46200000,-105.106475571,-106.57611084
46250000,-105.106228912,-106.587059021
46300000,-105.108364655,-106.588302612
46350000,-105.093378845,-106.551727295
46400000,-105.078936447,-106.492828369
46450000,-105.073679199,-106.584373474
46500000,-105.076416595,-106.527923584
46550000,-105.09434845,-106.473899841
46600000,-105.078167496,-106.505050659
46650000,-105.063761429,-106.545913696
46700000,-105.085483368,-106.536727905
46750000,-105.074297043,-106.560409546
46800000,-105.094808731,-106.513275146
46850000,-105.061895432,-106.517700195
46900000,-105.05534552,-106.558036804
46950000,-105.059517319,-106.525810242
47000000,-105.060882187,-106.504753113
47050000,-105.082434616,-106.561973572
47100000,-105.068086487,-106.498001099
47150000,-105.050698532,-106.465827942
47200000,-105.041805511,-106.432922363
47250000,-105.063739609,-106.495124817
47300000,-105.05545343,-106.605110168
47350000,-105.013034775,-106.511566162
47400000,-105.035029678,-106.467178345
47450000,-105.035425232,-106.420402527
47500000,-105.02980722,-106.457077026
47550000,-105.007066727,-106.469490051
47600000,-104.997500778,-106.436073303
47650000,-105.014306702,-106.535400391
47700000,-104.993240189,-106.445396423
47750000,-105.014967361,-106.479652405
47800000,-105.026227478,-106.550178528
47850000,-104.997951401,-106.451072693
47900000,-105.013544708,-106.44960022
47950000,-104.984602264,-106.497276306
48000000,-104.990774643,-106.440734863
48050000,-104.983923538,-106.466674805
48100000,-104.979684113,-106.445472717
48150000,-104.999859009,-106.455436707
48200000,-104.984856934,-106.494476318
48250000,-104.970273697,-106.498878479
48300000,-104.985023331,-106.459899902
48350000,-104.979717377,-106.392822266
48400000,-104.991798584,-106.393211365
48450000,-104.949761551,-106.466300964
48500000,-105.001071411,-106.491600037
48550000,-104.967884369,-106.517410278
48600000,-104.976613754,-106.468887329
48650000,-104.926602554,-106.463912964
48700000,-104.960389145,-106.37184906
48750000,-104.964872101,-106.530151367
48800000,-104.948649918,-106.432571411
48850000,-104.945617798,-106.463409424
48900000,-104.975187256,-106.48059845
48950000,-104.942993576,-106.415847778
49000000,-104.941074478,-106.404922485
49050000,-104.925598999,-106.384902954
49100000,-104.932498337,-106.364173889
49150000,-104.945758865,-106.47844696
49200000,-104.908850327,-106.395622253
49250000,-104.909759933,-106.416625977
49300000,-104.919541763,-106.418861389
49350000,-104.902457275,-106.412971497
49400000,-104.908443649,-106.416191101
49450000,-104.917015854,-106.417434692
49500000,-104.883878113,-106.417877197
49550000,-104.92702446,-106.433525085
49600000,-104.890724548,-106.4453125
49650000,-104.912939819,-106.446899414
49700000,-104.890406448,-106.37688446
49750000,-104.902833145,-106.405990601
49800000,-104.87813356,-106.408927917
49850000,-104.879986481,-106.38760376
49900000,-104.907271194,-106.424865723
49950000,-104.878462372,-106.414451599
50000000,-104.882334518,-106.36630249
50050000,-104.865239151,-106.415077209
50100000,-104.887510025,-106.426277161
50150000,-104.874108856,-106.437202454
50200000,-104.878586853,-106.351776123
50250000,-104.878431671,-106.409484863
50300000,-104.853793533,-106.37159729
50350000,-104.856693146,-106.410926819
50400000,-104.852701187,-106.351783752
50450000,-104.850479004,-106.401527405
50500000,-104.85192749,-106.321052551
50550000,-104.878015625,-106.383964539
50600000,-104.825239395,-106.350776672
50650000,-104.837633606,-106.380577087
50700000,-104.853408447,-106.250526428
50750000,-104.837604706,-106.318725586
50800000,-104.826553589,-106.340263367
50850000,-104.808620514,-106.329223633
50900000,-104.833918823,-106.383247375
50950000,-104.833641632,-106.297714233
51000000,-104.821172974,-106.323265076
51050000,-104.861185196,-106.360115051
51100000,-104.833251938,-106.359962463
51150000,-104.81737262,-106.324111938
51200000,-104.849233841,-106.376708984
51250000,-104.803965881,-106.327713013
51300000,-104.803745743,-106.340621948
51350000,-104.811142288,-106.332099915
51400000,-104.792165573,-106.340934753
51450000,-104.821279221,-106.323989868
51500000,-104.779442749,-106.362922668
51550000,-104.800148819,-106.319602966
51600000,-104.789862381,-106.318153381
51650000,-104.784941147,-106.370613098
51700000,-104.780141769,-106.318809509
51750000,-104.776125549,-106.316490173
51800000,-104.765565475,-106.357749939
51850000,-104.785101303,-106.292900085
51900000,-104.750984833,-106.259040833
51950000,-104.770615921,-106.320571899
52000000,-104.754077148,-106.32636261
52050000,-104.806085495,-106.298721313
52100000,-104.760183655,-106.330978394
52150000,-104.767422546,-106.280197144
52200000,-104.739471405,-106.279472351
52250000,-104.740491592,-106.293777466
52300000,-104.774977921,-106.327224731
52350000,-104.763049576,-106.286521912
52400000,-104.72865863,-106.272598267
52450000,-104.736855225,-106.267051697
52500000,-104.730134445,-106.291847229
52550000,-104.728647903,-106.225486755
52600000,-104.729344894,-106.275276184
52650000,-104.748551514,-106.286003113
52700000,-104.731574402,-106.341300964
52750000,-104.722152847,-106.32157135
52800000,-104.734631546,-106.264801025
52850000,-104.719058517,-106.274711609
52900000,-104.745891449,-106.281822205
52950000,-104.712705856,-106.201599121
53000000,-104.718714951,-106.238189697
53050000,-104.703778107,-106.255447388
53100000,-104.713528931,-106.292297363
53150000,-104.701685043,-106.259498596
53200000,-104.723810181,-106.291275024
53250000,-104.686213272,-106.28352356
53300000,-104.714581436,-106.225624084
53350000,-104.712205536,-106.251373291
53400000,-104.720118561,-106.274139404
53450000,-104.723746613,-106.215324402
53500000,-104.703733414,-106.274047852
53550000,-104.668777145,-106.290046692
53600000,-104.679527008,-106.272384644
53650000,-104.698980728,-106.267562866
53700000,-104.70387645,-106.334236145
53750000,-104.674396027,-106.229621887
53800000,-104.686487946,-106.311210632
53850000,-104.694368561,-106.274261475
53900000,-104.690572754,-106.23147583
53950000,-104.664511444,-106.218299866
54000000,-104.668316742,-106.190811157
54050000,-104.668196304,-106.190124512
54100000,-104.654728592,-106.231323242
54150000,-104.666100723,-106.231765747
54200000,-104.657624603,-106.227790833
54250000,-104.678445663,-106.254722595
54300000,-104.660633942,-106.257110596
54350000,-104.634112167,-106.266448975
54400000,-104.649037567,-106.222923279
54450000,-104.650697861,-106.248802185
54500000,-104.648543182,-106.18662262
54550000,-104.651593353,-106.305778503
54600000,-104.634768295,-106.202575684
54650000,-104.638533325,-106.226028442
54700000,-104.651296799,-106.220878601
54750000,-104.64119165,-106.250099182
54800000,-104.63740387,-106.218574524
54850000,-104.648638123,-106.270072937
54900000,-104.644820328,-106.207252502
54950000,-104.606992828,-106.136749268
55000000,-104.651220688,-106.229423523
55050000,-104.601850876,-106.213661194
55100000,-104.602831284,-106.226272583
55150000,-104.60542189,-106.184150696
55200000,-104.619354019,-106.214363098
55250000,-104.597070587,-106.223846436
55300000,-104.615921463,-106.218399048
55350000,-104.5848172,-106.18938446
55400000,-104.58654805,-106.176651001
55450000,-104.590169876,-106.189598083
55500000,-104.605566299,-106.174362183
55550000,-104.57517926,-106.176574707
55600000,-104.572009552,-106.187477112
55650000,-104.590775055,-106.161384583
55700000,-104.560957474,-106.160247803
55750000,-104.562606781,-106.184799194
55800000,-104.588785995,-106.163322449
55850000,-104.564834641,-106.132064819
55900000,-104.577172668,-106.165100098
55950000,-104.591369034,-106.107498169
56000000,-104.56021611,-106.179534912
56050000,-104.559585617,-106.203186035
56100000,-104.568584244,-106.165412903
56150000,-104.558251343,-106.17150116
56200000,-104.544119095,-106.180534363
56250000,-104.558845169,-106.165725708
56300000,-104.53830397,-106.19443512
56350000,-104.550767441,-106.127624512
56400000,-104.544809647,-106.214500427
56450000,-104.517832535,-106.176353455
56500000,-104.535340729,-106.195526123
56550000,-104.517426331,-106.1304245
56600000,-104.538222046,-106.146377563
56650000,-104.538289368,-106.176651001
56700000,-104.542540451,-106.216262817
56750000,-104.523883423,-106.138153076
56800000,-104.525360321,-106.156951904
56850000,-104.541456635,-106.198959351
56900000,-104.511124115,-106.123252869
56950000,-104.531598282,-106.152046204
57000000,-104.518931046,-106.221328735
57050000,-104.507344528,-106.103996277
57100000,-104.521045776,-106.166435242
57150000,-104.50812352,-106.205924988
57200000,-104.508135941,-106.121421814
57250000,-104.506690186,-106.115989685
57300000,-104.497181381,-106.207221985
57350000,-104.501947876,-106.17502594
57400000,-104.493516235,-106.095840454
57450000,-104.471087662,-106.164772034
57500000,-104.475869904,-106.104888916
57550000,-104.529251022,-106.150177002
57600000,-104.501842789,-106.128250122
57650000,-104.470449188,-106.154403687
57700000,-104.495567993,-106.111076355
57750000,-104.478934158,-106.116203308
57800000,-104.482394165,-106.105010986
57850000,-104.466965042,-106.109451294
57900000,-104.473171814,-106.125534058
57950000,-104.461734024,-106.105659485
58000000,-104.463566635,-106.094863892
58050000,-104.473037201,-106.118499756
58100000,-104.454062332,-106.142074585
58150000,-104.461903442,-106.158798218
58200000,-104.475742294,-106.136566162
58250000,-104.467878571,-106.096878052
58300000,-104.461697296,-106.144248962
58350000,-104.46397403,-106.079803467
58400000,-104.440283737,-106.045623779
58450000,-104.453705353,-106.051925659
58500000,-104.439786209,-106.111724854
58550000,-104.444173904,-106.095741272
58600000,-104.454879425,-106.09715271
58650000,-104.434214401,-106.142234802
58700000,-104.438499252,-106.122276306
58750000,-104.458163254,-106.070175171
58800000,-104.434124969,-106.134773254
58850000,-104.446597275,-106.109321594
58900000,-104.426608688,-106.140098572
58950000,-104.406767929,-106.164283752
59000000,-104.422476334,-106.100799561
59050000,-104.430118652,-106.079803467
59100000,-104.433578888,-106.053253174
59150000,-104.428874222,-106.07775116
59200000,-104.442125107,-106.099723816
59250000,-104.43382959,-106.059211731
59300000,-104.399231445,-106.055877686
59350000,-104.415968811,-106.096824646
59400000,-104.383974335,-106.030723572
59450000,-104.411003326,-106.055221558
59500000,-104.401761475,-106.036071777
59550000,-104.404811523,-106.055549622
59600000,-104.382511871,-106.044174194
59650000,-104.401557861,-106.087478638
59700000,-104.384513443,-106.03780365
59750000,-104.393967285,-106.040672302
59800000,-104.396727036,-106.10320282
59850000,-104.36140004,-106.0522995
59900000,-104.375386948,-106.020561218
59950000,-104.373210144,-106.032447815
60000000,-104.392229065,-106.017364502
60050000,-104.350786041,-105.963050842
60100000,-104.393598785,-106.065872192
60150000,-104.370736084,-106.048103333
60200000,-104.346588455,-106.009628296
60250000,-104.376877029,-106.105148315
60300000,-104.358771271,-106.067047119
60350000,-104.373939163,-106.058425903
60400000,-104.341671661,-106.101371765
60450000,-104.344480438,-106.085548401
60500000,-104.38881781,-106.067024231
60550000,-104.358348083,-106.010650635
60600000,-104.357197845,-106.047203064
60650000,-104.35863208,-106.020927429
60700000,-104.347254135,-106.053962708
60750000,-104.375564484,-106.070739746
60800000,-104.35022522,-106.049736023
60850000,-104.337814911,-106.074913025
60900000,-104.342948013,-106.062278748
60950000,-104.327920547,-106.005401611
61000000,-104.341477264,-106.045822144
61050000,-104.33489386,-106.028862
61100000,-104.341910049,-106.062988281
61150000,-104.335216263,-105.999923706
61200000,-104.336646255,-105.94153595
61250000,-104.323008179,-106.056976318
61300000,-104.298374924,-106.023101807
61350000,-104.32057666,-106.033699036
61400000,-104.3215298,-106.043823242
61450000,-104.327845413,-105.999084473
61500000,-104.313785583,-106.027000427
61550000,-104.303371124,-106.049072266
61600000,-104.29216954,-106.001838684
61650000,-104.318619553,-106.022575378
61700000,-104.291243134,-106.047714233
61750000,-104.300702957,-105.945114136
61800000,-104.273568527,-106.079101562
61850000,-104.291994644,-106.01764679
61900000,-104.322237671,-105.925636292
61950000,-104.313787201,-105.943939209
62000000,-104.291883881,-105.91847229
62050000,-104.289388687,-105.963287354
62100000,-104.28089888,-105.98525238
62150000,-104.285269714,-105.998474121
62200000,-104.287019775,-105.968101501
62250000,-104.281850388,-106.00289917
62300000,-104.265216232,-105.960273743
62350000,-104.292815308,-105.968528748
62400000,-104.270276382,-105.953933716
62450000,-104.263839081,-105.988800049
62500000,-104.282957565,-105.971672058
62550000,-104.279343048,-106.011474609
62600000,-104.271582718,-105.936828613
62650000,-104.2699702,-105.99672699
62700000,-104.284816299,-105.948402405
62750000,-104.246172943,-106.027862549
62800000,-104.274349533,-105.999000549
62850000,-104.238267517,-105.902549744
62900000,-104.252036209,-105.958564758
62950000,-104.254003052,-105.941688538
63000000,-104.24583461,-105.985198975
63050000,-104.250435074,-105.990249634
63100000,-104.253429825,-105.932022095
63150000,-104.265942154,-105.886909485
63200000,-104.2338255,-105.953849792
63250000,-104.251198364,-105.895576477
63300000,-104.25120491,-105.967498779
63350000,-104.228672012,-105.927749634
63400000,-104.233812195,-105.911727905
63450000,-104.256693192,-105.964172363
63500000,-104.234969742,-105.983802795
63550000,-104.245121353,-105.948348999
63600000,-104.251318405,-105.987365723
63650000,-104.204630035,-106.023109436
63700000,-104.210802246,-105.948272705
63750000,-104.209415115,-105.969223022
63800000,-104.208870407,-105.943634033
63850000,-104.214108185,-105.917823792
63900000,-104.223845215,-105.884178162
63950000,-104.249903122,-105.917999268
64000000,-104.200547928,-105.989448547
64050000,-104.198730194,-105.970001221
64100000,-104.194203934,-105.916290283
64150000,-104.191555984,-105.952125549
64200000,-104.213848251,-105.979263306
64250000,-104.208094696,-105.911460876
64300000,-104.179778931,-105.881324768
64350000,-104.189306259,-105.924972534
64400000,-104.201608505,-105.870765686
64450000,-104.176630051,-105.91897583
64500000,-104.194200897,-105.959274292
64550000,-104.178117432,-105.987739563
64600000,-104.215540955,-105.942214966
64650000,-104.177730698,-105.954246521
64700000,-104.180312714,-105.955413818
64750000,-104.203107376,-105.850402832
64800000,-104.164815872,-105.909301758
64850000,-104.186723358,-105.883674622
64900000,-104.155559967,-105.898399353
64950000,-104.166180084,-105.920539856
65000000,-104.160010971,-105.858100891
65050000,-104.16271315,-105.92137146
65100000,-104.174812531,-105.890434265
65150000,-104.144112717,-105.942115784
65200000,-104.153661423,-105.943023682
65250000,-104.16195224,-105.874061584
65300000,-104.144909607,-105.896186829
65350000,-104.154297714,-105.884490967
65400000,-104.1481418,-105.863677979
65450000,-104.141609039,-105.932197571
65500000,-104.159768112,-105.944923401
65550000,-104.141104523,-105.915397644
65600000,-104.145836273,-105.88483429
65650000,-104.149140289,-105.91809845
65700000,-104.120998077,-105.910087585
65750000,-104.15471492,-105.869316101
65800000,-104.140468811,-105.892959595
65850000,-104.117121201,-105.867446899
65900000,-104.14901091,-105.817115784
65950000,-104.135049698,-105.894439697
66000000,-104.134995834,-105.881698608
66050000,-104.102963623,-105.935546875
66100000,-104.122253311,-105.888298035
66150000,-104.13117128,-105.969398499
66200000,-104.118814255,-105.91985321
66250000,-104.090064438,-105.888000488
66300000,-104.116767899,-105.861846924
66350000,-104.132239014,-105.91632843
66400000,-104.098557861,-105.824577332
66450000,-104.095074783,-105.862983704
66500000,-104.105996338,-105.900299072
66550000,-104.102003845,-105.838821411
66600000,-104.098180069,-105.921577454
66650000,-104.092817245,-105.849571228
66700000,-104.122011993,-105.910575867
66750000,-104.104561386,-105.880638123
66800000,-104.10140358,-105.850753784
66850000,-104.087970123,-105.888038635
66900000,-104.08133226,-105.879989624
66950000,-104.085985229,-105.841873169
67000000,-104.072672363,-105.855323792
67050000,-104.092209396,-105.910652161
67100000,-104.07374379,-105.880264282
67150000,-104.073367279,-105.863075256
67200000,-104.089351303,-105.935958862
67250000,-104.062781845,-105.887535095
67300000,-104.061525406,-105.846122742
67350000,-104.094536438,-105.818824768
67400000,-104.074059967,-105.829803467
67450000,-104.052046371,-105.814285278
67500000,-104.075233063,-105.861053467
67550000,-104.091790726,-105.837875366
67600000,-104.082979355,-105.786048889
67650000,-104.047601028,-105.894538879
67700000,-104.061078659,-105.861198425
67750000,-104.060391495,-105.858596802
67800000,-104.067156342,-105.887260437
67850000,-104.054296677,-105.858299255
67900000,-104.043571762,-105.922676086
67950000,-104.066980957,-105.876922607
68000000,-104.045300537,-105.83895874
68050000,-104.059959549,-105.855262756
68100000,-104.051398682,-105.855049133
68150000,-104.035875122,-105.857276917
68200000,-104.055008286,-105.853874207
68250000,-104.045072769,-105.838447571
68300000,-104.058469223,-105.820487976
68350000,-104.049966812,-105.810211182
68400000,-104.011099533,-105.811897278
68450000,-104.039147812,-105.827201843
68500000,-104.066495346,-105.798400879
68550000,-104.039214478,-105.810958862
68600000,-104.028369034,-105.838165283
68650000,-104.054354813,-105.857337952
68700000,-104.028679092,-105.822624207
68750000,-104.023044266,-105.798812866
68800000,-104.020388672,-105.776473999
68850000,-104.014647217,-105.821228027
68900000,-104.013658371,-105.798751831
68950000,-103.997265442,-105.802009583
69000000,-103.995244461,-105.831451416
69050000,-104.018524567,-105.84400177
69100000,-103.98529538,-105.778953552
69150000,-104.018324417,-105.82434845
69200000,-104.001604889,-105.797874451
69250000,-104.009575485,-105.84803772
69300000,-104.022303421,-105.86530304
69350000,-104.002882507,-105.791915894
69400000,-103.997799286,-105.743659973
69450000,-103.993253204,-105.74030304
69500000,-103.990570694,-105.782402039
69550000,-103.975495697,-105.808761597
69600000,-103.992364059,-105.811576843
69650000,-103.984234894,-105.750862122
69700000,-103.983706177,-105.737838745
69750000,-103.994374435,-105.819313049
69800000,-103.959661331,-105.719116211
69850000,-103.973193741,-105.804588318
69900000,-103.966080887,-105.764900208
69950000,-103.971337585,-105.832221985
70000000,-103.98934317,-105.811775208
70050000,-103.956011917,-105.810203552
70100000,-103.976651382,-105.794876099
70150000,-103.960473114,-105.77545929
70200000,-103.945226868,-105.752838135
70250000,-103.972132751,-105.80292511
70300000,-103.976947098,-105.78767395
70350000,-103.956259476,-105.759101868
70400000,-103.954801361,-105.817848206
70450000,-103.952548447,-105.75554657
70500000,-103.963572769,-105.810577393
70550000,-103.942686966,-105.793190002
70600000,-103.948985413,-105.772796631
70650000,-103.975166718,-105.750999451
70700000,-103.929805786,-105.752075195
70750000,-103.942848709,-105.774490356
70800000,-103.954902634,-105.744346619
70850000,-103.951530319,-105.765335083
70900000,-103.927506546,-105.762763977
70950000,-103.93043866,-105.712852478
71000000,-103.93713588,-105.779876709
71050000,-103.936588821,-105.799423218
71100000,-103.943119537,-105.761802673
71150000,-103.919150757,-105.691612244
71200000,-103.914024094,-105.754348755
71250000,-103.941313187,-105.763298035
71300000,-103.947785934,-105.767662048
71350000,-103.917083755,-105.770858765
71400000,-103.924863571,-105.751976013
71450000,-103.929926346,-105.772010803
71500000,-103.932069016,-105.716186523
71550000,-103.923512955,-105.741653442
71600000,-103.906631958,-105.705513
71650000,-103.93350882,-105.728088379
71700000,-103.910945633,-105.728897095
71750000,-103.919477402,-105.777648926
71800000,-103.915635757,-105.713050842
71850000,-103.892691666,-105.737884521
71900000,-103.922858215,-105.781425476
71950000,-103.899847168,-105.753471375
72000000,-103.900362656,-105.702171326
72050000,-103.89618074,-105.788597107
72100000,-103.914186813,-105.72102356
72150000,-103.921171631,-105.762901306
72200000,-103.890672668,-105.737228394
72250000,-103.87811235,-105.71056366
72300000,-103.892511551,-105.755348206
72350000,-103.903659164,-105.739303589
72400000,-103.881892456,-105.679122925
72450000,-103.902714676,-105.744621277
72500000,-103.861032059,-105.746047974
72550000,-103.86746106,-105.694297791
72600000,-103.882939178,-105.743774414
72650000,-103.918563492,-105.672721863
72700000,-103.857927277,-105.802772522
72750000,-103.884185974,-105.69934845
72800000,-103.869080887,-105.722663879
72850000,-103.873371246,-105.694671631
72900000,-103.847913666,-105.721923828
72950000,-103.875296051,-105.72820282
73000000,-103.873611069,-105.725273132
73050000,-103.85630777,-105.713546753
73100000,-103.893931992,-105.696372986
73150000,-103.863964874,-105.678436279
73200000,-103.845637115,-105.740196228
73250000,-103.853264847,-105.72127533
73300000,-103.865891327,-105.754501343
73350000,-103.846618027,-105.654151917
73400000,-103.836845871,-105.677764893
73450000,-103.855896805,-105.781776428
73500000,-103.853058441,-105.685325623
73550000,-103.840316406,-105.687187195
73600000,-103.82451828,-105.758049011
73650000,-103.851530304,-105.695091248
73700000,-103.834954575,-105.704414368
73750000,-103.856465256,-105.662887573
73800000,-103.844138611,-105.646896362
73850000,-103.829668167,-105.760665894
73900000,-103.842869675,-105.729125977
73950000,-103.821897552,-105.729797363
74000000,-103.819107529,-105.777290344
74050000,-103.83252861,-105.708946228
74100000,-103.829186996,-105.708946228
74150000,-103.837889099,-105.671798706
74200000,-103.853787384,-105.6820755
74250000,-103.835846252,-105.645622253
74300000,-103.833708954,-105.704551697
74350000,-103.800689926,-105.663108826
74400000,-103.825107239,-105.695251465
74450000,-103.804657715,-105.689628601
74500000,-103.829481155,-105.715278625
74550000,-103.815227066,-105.660301208
74600000,-103.827591324,-105.662910461
74650000,-103.80585881,-105.741424561
74700000,-103.820546494,-105.679588318
74750000,-103.795612564,-105.657974243
74800000,-103.820845444,-105.685997009
74850000,-103.797669769,-105.669548035
74900000,-103.811555801,-105.724601746
74950000,-103.785092331,-105.757171631
75000000,-103.806252274,-105.712272644
75050000,-103.79133757,-105.705863953
75100000,-103.811380066,-105.714691162
75150000,-103.800412933,-105.691375732
75200000,-103.803116211,-105.650489807
75250000,-103.791965393,-105.67023468
75300000,-103.804102127,-105.665161133
75350000,-103.785744308,-105.656196594
75400000,-103.7902733,-105.64440155
75450000,-103.771233383,-105.678375244
75500000,-103.780620895,-105.695022583
75550000,-103.775160019,-105.712051392
75600000,-103.780682571,-105.676040649
75650000,-103.765244278,-105.710823059
75700000,-103.791893219,-105.671424866
75750000,-103.791971344,-105.666900635
75800000,-103.785549927,-105.680358887
75850000,-103.761419266,-105.672546387
75900000,-103.772074661,-105.670661926
75950000,-103.773560181,-105.658699036
76000000,-103.783746094,-105.678947449
76050000,-103.763612808,-105.700897217
76100000,-103.770237091,-105.654701233
76150000,-103.746589859,-105.598274231
76200000,-103.762132889,-105.711990356
76250000,-103.754366562,-105.662521362
76300000,-103.768647324,-105.658653259
76350000,-103.754017517,-105.663528442
76400000,-103.730059555,-105.663398743
76450000,-103.73799556,-105.632873535
76500000,-103.778465363,-105.685546875
76550000,-103.733610138,-105.645301819
76600000,-103.765412201,-105.627746582
76650000,-103.738812103,-105.690353394
76700000,-103.726699081,-105.591461182
76750000,-103.756659592,-105.578453064
76800000,-103.736968079,-105.637252808
76850000,-103.771008499,-105.568771362
76900000,-103.722641281,-105.646186829
76950000,-103.737512604,-105.663322449
77000000,-103.751034744,-105.62297821
77050000,-103.714834473,-105.634414673
77100000,-103.716765366,-105.645027161
77150000,-103.73355455,-105.648399353
77200000,-103.716822372,-105.671928406
77250000,-103.717084045,-105.645240784
77300000,-103.748791901,-105.628738403
77350000,-103.738378876,-105.666923523
77400000,-103.741769272,-105.619361877
77450000,-103.704174591,-105.579910278
77500000,-103.684024643,-105.577522278
77550000,-103.725642715,-105.667472839
77600000,-103.713243896,-105.618927002
77650000,-103.710482224,-105.603721619
77700000,-103.731532166,-105.574676514
77750000,-103.731732178,-105.654251099
