num_samples,L,Lvalid
1500,50.9120761802,355.718720477
1500,50.9120761802,355.718720477
3000,415.892722943,479.180879706
3000,415.892722943,479.180879706
4500,466.89749341,406.495429014
4500,466.89749341,406.495429014
6000,487.873584523,423.77780598
6000,487.873584523,423.77780598
7500,493.518404493,479.948248524
7500,493.518404493,479.948248524
9000,492.847917896,472.874346789
9000,492.847917896,472.874346789
10500,509.077117288,535.227505058
10500,509.077117288,535.227505058
12000,497.084159378,536.53720269
12000,497.084159378,536.53720269
13500,518.615485827,526.869285377
13500,518.615485827,526.869285377
15000,522.314126379,511.425311292
15000,522.314126379,511.425311292
16500,545.539903624,537.816529117
16500,545.539903624,537.816529117
18000,557.363675552,512.831374866
18000,557.363675552,512.831374866
19500,567.111322298,515.075172118
19500,567.111322298,515.075172118
21000,557.839877151,550.358964712
21000,557.839877151,550.358964712
22500,561.244800669,528.917539407
22500,561.244800669,528.917539407
24000,576.066857425,572.625286298
24000,576.066857425,572.625286298
25500,575.157912337,560.527481474
25500,575.157912337,560.527481474
27000,573.802352946,509.511097233
27000,573.802352946,509.511097233
28500,577.40280936,563.519823557
28500,577.40280936,563.519823557
30000,586.697233878,541.332509453
30000,586.697233878,541.332509453
31500,587.218156615,567.778859228
31500,587.218156615,567.778859228
33000,583.103512803,565.928518625
33000,583.103512803,565.928518625
34500,585.792275465,565.502262519
34500,585.792275465,565.502262519
36000,589.475517827,558.371556889
36000,589.475517827,558.371556889
37500,592.11872382,554.623342519
37500,592.11872382,554.623342519
39000,599.486961579,565.560300667
39000,599.486961579,565.560300667
40500,598.33969739,555.506145496
40500,598.33969739,555.506145496
42000,607.043687643,569.139513421
42000,607.043687643,569.139513421
43500,605.099938591,543.794488144
43500,605.099938591,543.794488144
45000,611.949673761,574.442694278
45000,611.949673761,574.442694278
46500,608.251428037,575.481945867
46500,608.251428037,575.481945867
48000,621.924884513,552.370135253
48000,621.924884513,552.370135253
49500,614.258483315,572.543716945
49500,614.258483315,572.543716945
51000,623.598300806,591.269135989
51000,623.598300806,591.269135989
52500,625.027347382,579.94531188
52500,625.027347382,579.94531188
54000,623.143200089,576.065010036
54000,623.143200089,576.065010036
55500,626.636591544,574.703941753
55500,626.636591544,574.703941753
57000,627.526323048,577.044736362
57000,627.526323048,577.044736362
58500,628.94584199,589.8009861
58500,628.94584199,589.8009861
60000,626.462459734,591.952956828
60000,626.462459734,591.952956828
61500,631.586896067,596.363001831
61500,631.586896067,596.363001831
63000,623.657438732,588.057822332
63000,623.657438732,588.057822332
64500,630.445020651,574.788585978
64500,630.445020651,574.788585978
66000,627.214424886,597.818717647
66000,627.214424886,597.818717647
67500,635.349687314,595.896083802
67500,635.349687314,595.896083802
69000,635.334137439,578.043372613
69000,635.334137439,578.043372613
70500,627.368105619,585.372841259
70500,627.368105619,585.372841259
72000,627.88506558,573.250821627
72000,627.88506558,573.250821627
73500,638.374854131,586.676722964
73500,638.374854131,586.676722964
75000,634.701821279,604.258716132
75000,634.701821279,604.258716132
76500,639.084786014,564.799420832
76500,639.084786014,564.799420832
78000,640.216392955,590.677683316
78000,640.216392955,590.677683316
79500,636.129968337,581.644010778
79500,636.129968337,581.644010778
81000,630.062499472,603.04722333
81000,630.062499472,603.04722333
82500,639.476986884,590.950717247
82500,639.476986884,590.950717247
84000,643.989212022,589.341189112
84000,643.989212022,589.341189112
85500,631.027230344,596.309328173
85500,631.027230344,596.309328173
87000,640.127737731,594.488661568
87000,640.127737731,594.488661568
88500,640.484127918,582.466631916
88500,640.484127918,582.466631916
90000,647.440437201,573.513004801
90000,647.440437201,573.513004801
91500,645.684315503,584.981764382
91500,645.684315503,584.981764382
93000,650.392215138,580.9843903
93000,650.392215138,580.9843903
94500,645.977743837,570.237242594
94500,645.977743837,570.237242594
96000,651.663078983,595.825683552
96000,651.663078983,595.825683552
97500,652.05829067,580.396125885
97500,652.05829067,580.396125885
99000,650.671639099,597.177216908
99000,650.671639099,597.177216908
100500,654.563433136,589.377002635
100500,654.563433136,589.377002635
102000,654.307242409,582.191306195
102000,654.307242409,582.191306195
103500,654.59417243,611.473510141
103500,654.59417243,611.473510141
105000,652.388269519,594.913464905
105000,652.388269519,594.913464905
106500,657.159039608,588.050772914
106500,657.159039608,588.050772914
108000,660.273989,585.717587834
108000,660.273989,585.717587834
109500,657.612145477,577.552663459
109500,657.612145477,577.552663459
111000,656.539071132,604.989817337
111000,656.539071132,604.989817337
112500,659.742420417,609.41947392
112500,659.742420417,609.41947392
114000,666.21655831,584.462825992
114000,666.21655831,584.462825992
115500,665.848808605,612.834390766
115500,665.848808605,612.834390766
117000,665.364796193,595.01344511
117000,665.364796193,595.01344511
118500,677.87024244,614.192343791
118500,677.87024244,614.192343791
120000,671.674097736,633.596758049
120000,671.674097736,633.596758049
121500,673.23961685,636.096527237
121500,673.23961685,636.096527237
123000,684.924145707,634.143356994
123000,684.924145707,634.143356994
124500,692.518955964,641.654504647
124500,692.518955964,641.654504647
126000,694.444154562,620.549376827
126000,694.444154562,620.549376827
